,col1,id_x,ra,dec,parallax,gaia_ruwe,gaia_parallax_over_error,gaia_classprob_dsc_combmod_star,gaia_in_qso_candidates,gaia_in_galaxy_candidates,gaia_phot_bp_rp_excess_factor,err_mag_psf_u,err_mag_psf_j0378,err_mag_psf_j0395,err_mag_psf_j0410,err_mag_psf_j0430,err_mag_psf_g,err_mag_psf_j0515,err_mag_psf_r,err_mag_psf_j0660,err_mag_psf_i,err_mag_psf_j0861,err_mag_psf_z,mag_psf_u,mag_psf_j0378,mag_psf_j0395,mag_psf_j0410,mag_psf_j0430,mag_psf_g,mag_psf_j0515,mag_psf_r,mag_psf_j0660,mag_psf_i,mag_psf_j0861,mag_psf_z,ri,rJ0660,delta_Ha,thr,panel_label,excess,main_type,main_id,size_angle,splus_idr6_id,id_y,mu_max_u,mu_max_g,mu_max_r,mu_max_i,mu_max_z,mu_max_j0378,mu_max_j0395,mu_max_j0410,mu_max_j0430,mu_max_j0515,mu_max_j0660,mu_max_j0861,upload_ra,upload_dec,upload_splus_idr6_id,id,mu_background_g,mu_background_i,mu_background_j0378,mu_background_j0395,mu_background_j0410,mu_background_j0430,mu_background_j0515,mu_background_j0660,mu_background_j0861,mu_background_r,mu_background_u,mu_background_z,flags_det,flags_g,flags_i,flags_j0378,flags_j0395,flags_j0410,flags_j0430,flags_j0515,flags_j0660,flags_j0861,flags_r,flags_u,flags_z,r_i,r_j0660,j0515_j0660,j0660_i,j0660_j0861,u_j0378,j0378_j0410,g_r,j0395_j0410,i_j0861,j0515_r,j0430_g,gaia_source_id,flag_be_star_figueiredo,source_id,r_med_geo,r_lo_geo,r_hi_geo,r_med_photogeo,r_lo_photogeo,r_hi_photogeo,flag
15650,12093,b'i06MC00650F34G',83.93494,-69.07619,-0.0040408485,1.0299855,-0.2013845,1.7834733e-05,1,0,1.2019216,0.0039829155,0.005148039,0.0066782506,0.005971346,0.005677924,0.0027168423,0.004546392,0.0023348737,0.0027632217,0.0023674322,0.0040099444,0.0029965674,15.335327,15.242344,15.123372,15.092296,15.060826,14.969892,14.916155,14.862322,14.798246,14.843197,14.893902,14.871167,0.0191249847412109,0.0640754699707031,0.0398425415319713,0.0304619284438172,r â¤ 18,0.0545135000000005,Variable*,MACHO  82.9012.17,0.0,i06MC00650F34G,i06MC00650F34G,,,,,,,,,,,,,83.93494,-69.07619,i06MC00650F34G,i06MC00650F34G,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0191250000000007,0.064076,0.1179089999999991,-0.0449509999999993,-0.0956559999999999,0.0929830000000002,0.1500479999999999,0.107569999999999,0.0310760000000005,-0.0507050000000006,0.0538329999999991,0.0909340000000007,4657694434001531264,0,4657694434001531264,16606.5176,13452.5547,20388.8418,15805.2275,12807.3057,19595.1934,10022
15651,16421,b'i06MC004104L1Y',83.935814,-68.71726,-0.045376576,0.93212163,-1.524838,0.9998911,0,0,1.1569529,0.006349266,0.00829586,0.010415342,0.008867912,0.008338536,0.0027427895,0.007610352,0.002804484,0.004279306,0.0033912037,0.008932064,0.00698474,16.219986,16.148693,15.953667,15.973699,16.03045,16.03669,16.088348,16.16504,16.019655,16.322443,16.420673,16.443686,-0.1574039459228515,0.1453838348388672,0.1842329586645061,0.0428209215290201,r â¤ 18,0.2240864999999985,unknown,,,i06MC004104L1Y,i06MC004104L1Y,,,,,,,,,,,,,83.935814,-68.71726,i06MC004104L1Y,i06MC004104L1Y,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1574029999999986,0.1453850000000009,0.0686929999999996,-0.3027879999999996,-0.4010180000000005,0.0712929999999971,0.1749940000000016,-0.128350000000001,-0.0200320000000004,-0.0982300000000009,-0.0766920000000013,-0.0062400000000018,4657706803508050944,0,4657706803508050944,21808.2266,15081.2373,29603.9434,16671.8633,13727.79,19991.1758,10022
15652,11403,b'i06MC00650CF8V',83.93584,-69.34255,-0.024553357,0.9153637,-1.2196127,0.99992776,0,0,1.1500018,0.0026894952,0.0036735553,0.004527997,0.0042172167,0.0041006757,0.0023778973,0.0037041968,0.0025729507,0.0030121428,0.0022848775,0.0040751076,0.0030782775,14.613626,14.531202,14.413197,14.438787,14.442308,14.517847,14.549204,14.675136,14.665459,14.817128,14.950331,14.933312,-0.1419925689697265,0.0096769332885742,0.0430188505460556,0.033183228273441,r â¤ 18,0.0806729999999991,Variable*,MACHO  82.9008.21,0.0,i06MC00650CF8V,i06MC00650CF8V,,,,,,,,,,,,,83.93584,-69.34255,i06MC00650CF8V,i06MC00650CF8V,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1419920000000001,0.0096769999999999,-0.1162550000000006,-0.151669,-0.284872,0.0824239999999996,0.0924150000000008,-0.1572890000000004,-0.0255899999999993,-0.1332029999999999,-0.1259320000000006,-0.0755389999999991,4657661654805987584,0,4657661654805987584,21105.4609,15722.1689,30635.8008,11641.418,9367.8916,14573.708,10022
15654,16315,b'i06MC004101CRX',83.93763,-68.97905,-0.006780684,1.0810021,-0.24911764,0.9999623,0,0,1.2206771,0.0039577875,0.005586613,0.007776022,0.006584224,0.006276495,0.002087961,0.0057451874,0.0021504408,0.0034250885,0.0026189461,0.0067800735,0.0052769,15.325128,15.360305,15.376464,15.3894005,15.448114,15.462857,15.520693,15.618014,15.574322,15.815816,15.913218,15.954153,-0.1978015899658203,0.0436925888061523,0.0969776823240655,0.033772892005947,r â¤ 18,0.1425929999999997,WolfRayet*,Brey  61,0.0,i06MC004101CRX,i06MC004101CRX,,,,,,,,,,,,,83.93763,-68.97905,i06MC004101CRX,i06MC004101CRX,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1978019999999993,0.043692,-0.0536290000000008,-0.2414939999999994,-0.3388960000000001,-0.0351770000000009,-0.0290955000000003,-0.1551570000000008,-0.0129365000000003,-0.0974020000000006,-0.0973210000000008,-0.0147429999999992,4657696667384341248,0,4657696667384341248,14092.3398,11045.0068,17480.7344,12729.1982,9837.75391,15394.2178,10022
15655,16692,b'i06MC00410DJDI',83.940285,-68.043945,0.0011802643,0.95993435,0.030333305,0.99999785,0,0,1.1628749,0.0066109216,0.008811007,0.011432113,0.009797773,0.009123785,0.0030676115,0.0085633565,0.0032035278,0.004499136,0.0039178114,0.01074277,0.008471025,16.30209,16.33499,16.150871,16.196579,16.214333,16.337284,16.341248,16.417036,16.125294,16.58236,16.761417,16.75378,-0.165323257446289,0.2917423248291015,0.3334213894556056,0.0464932602600138,r â¤ 18,0.3744040000000019,unknown,,,i06MC00410DJDI,i06MC00410DJDI,,,,,,,,,,,,,83.940285,-68.043945,i06MC00410DJDI,i06MC00410DJDI,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1653240000000018,0.2917419999999993,0.2159539999999999,-0.4570660000000011,-0.6361230000000013,-0.0329000000000014,0.1384110000000014,-0.0797519999999991,-0.0457080000000011,-0.1790570000000002,-0.0757879999999993,-0.1229510000000004,4658596170950811264,0,4658596170950811264,10356.0,7994.17773,13149.3252,10919.001,8082.25586,13657.8633,10022
15656,10236,b'i06MC003306UZP',83.94052,-67.05684,-0.0023295113,1.0847884,-0.13189188,0.9999996,0,0,1.1795382,0.0017387433,0.0024575647,0.0034734628,0.0031850517,0.021258477,0.00096273154,0.006764973,0.0010538992,0.0016338117,0.0013245045,0.0033703796,0.0026745216,13.853796,13.871314,13.800527,13.90075,13.915876,14.069489,14.164499,14.2846,14.18003,14.51359,14.67108,14.701866,-0.2289896011352539,0.1045703887939453,0.1690004189701788,0.0162891816323941,r â¤ 18,0.2190649999999987,EmLine*,AL 343,0.0,i06MC003306UZP,i06MC003306UZP,,,,,,,,,,,,,83.94052,-67.05684,i06MC003306UZP,i06MC003306UZP,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.2289900000000013,0.1045699999999989,-0.015531000000001,-0.3335600000000003,-0.4910499999999995,-0.017517999999999,-0.0294360000000004,-0.2151109999999985,-0.1002229999999997,-0.1574899999999992,-0.120101,-0.153613,4660242414755629184,0,4660242414755629184,17760.2832,14849.708,23797.3965,18515.1699,15078.8535,21051.1426,10022
15657,16477,b'i06MC004106CMJ',83.94069,-68.58965,-0.0075216563,0.93403846,-0.21391214,0.99999785,0,0,1.1601315,0.006921314,0.0092216525,0.011921511,0.010122659,0.009557751,0.0032011843,0.008907937,0.0033177456,0.0048031816,0.004083343,0.011192795,0.008775845,16.370138,16.33841,16.186749,16.21866,16.286646,16.397223,16.380701,16.470232,16.226757,16.645756,16.795132,16.805761,-0.1755237579345703,0.2434749603271484,0.2887991413802003,0.0490634068407118,r â¤ 18,0.3312370000000015,unknown,,,i06MC004106CMJ,i06MC004106CMJ,,,,,,,,,,,,,83.94069,-68.58965,i06MC004106CMJ,i06MC004106CMJ,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1755239999999993,0.2434750000000001,0.1539439999999992,-0.4189989999999994,-0.5683749999999996,0.031728000000001,0.1197499999999998,-0.0730089999999989,-0.0319110000000009,-0.1493760000000001,-0.0895310000000009,-0.1105769999999992,4657803040825426432,0,4657803040825426432,13817.2764,10097.8516,19965.9277,10734.9453,9275.82129,12315.9863,10022
15659,10292,b'i06MC003307K0V',83.94385,-66.96527,0.0030786465,0.9615494,0.12693813,0.99999964,0,0,1.1917374,0.002947196,0.0034153555,0.0048560183,0.0043911156,0.03290678,0.0013417295,0.0099577475,0.0015494007,0.0025169342,0.002081774,0.004931255,0.004054156,14.878463,14.527606,14.439036,14.512812,14.532694,14.709904,14.832896,15.012742,15.03161,15.33191,15.359456,15.386482,-0.3191680908203125,-0.0188674926757812,0.0777875341513437,0.0247813666369997,r â¤ 18,0.1407159999999994,unknown,,,i06MC003307K0V,i06MC003307K0V,,,,,,,,,,,,,83.94385,-66.96527,i06MC003307K0V,i06MC003307K0V,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.3191680000000012,-0.0188680000000012,-0.1987140000000007,-0.3003,-0.3278459999999992,0.3508569999999995,0.0147940000000001,-0.3028379999999995,-0.0737760000000005,-0.0275459999999991,-0.1798459999999995,-0.1772100000000005,4660244579419439872,0,4660244579419439872,15229.2471,11667.6543,21023.9766,22699.3418,13797.4727,29261.2129,10122
15662,10063,b'i06MC0033035Q1',83.94424,-67.48136,-0.013514616,0.95857495,-0.66903174,0.99999964,0,0,1.1527705,0.0027046732,0.0037333642,0.0051637315,0.004633635,0.033599775,0.0013666156,0.009477202,0.0015313192,0.0025096147,0.0020195306,0.0050057205,0.004093308,14.744762,14.6508,14.532762,14.533432,14.58787,14.743794,14.874479,14.973455,15.001255,15.24387,15.359602,15.377062,-0.2704143524169922,-0.0277996063232421,0.0514334270523142,0.0246100560719277,r â¤ 18,0.1074074999999989,EclBin,OGLE LMC-ECL-35878,0.0,i06MC0033035Q1,i06MC0033035Q1,,,,,,,,,,,,,83.94424,-67.48136,i06MC0033035Q1,i06MC0033035Q1,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.2704149999999998,-0.0278000000000009,-0.1267760000000013,-0.2426149999999989,-0.3583470000000002,0.0939619999999994,0.1173680000000008,-0.2296610000000001,-0.0006699999999995,-0.1157320000000012,-0.0989760000000004,-0.1559239999999988,4660135418531651584,0,4660135418531651584,18016.3008,14586.3945,22215.7832,15108.6299,12370.9688,18265.0586,10022
15663,16554,b'i06MC00410A1KA',83.94476,-68.32368,-0.15326427,1.242284,-3.667602,0.9999999,0,0,1.1759697,0.0068745157,0.007878314,0.010048072,0.00857165,0.008001363,0.0027347875,0.0077600423,0.0030850885,0.0050458065,0.004050863,0.010937325,0.008617424,16.353895,16.08497,15.905015,15.930345,15.973474,16.143745,16.159777,16.364267,16.359867,16.65394,16.802937,16.79447,-0.2896728515625,0.0044002532958984,0.0905152501267378,0.0495023304703498,r â¤ 18,0.1492365000000006,unknown,,,i06MC00410A1KA,i06MC00410A1KA,,,,,,,,,,,,,83.94476,-68.32368,i06MC00410A1KA,i06MC00410A1KA,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.2896729999999969,0.0044000000000004,-0.200090000000003,-0.2940729999999973,-0.4430699999999987,0.2689250000000029,0.1546249999999975,-0.2205220000000025,-0.0253300000000002,-0.1489970000000013,-0.2044900000000034,-0.1702709999999996,4657812631481510016,0,4657812631481510016,23322.6934,16984.2656,35034.043,20815.8301,16522.7305,26677.3711,10022
15669,16303,b'i06MC0041011F3',83.95006,-69.02729,-0.14549962,1.0370861,-1.7153249,0.9999981,0,0,1.2488894,0.022881893,0.027604587,0.037588477,0.031095842,0.027853984,0.008248075,0.02163985,0.00784859,0.010666077,0.009765163,0.025647312,0.021050246,18.377214,18.171957,18.065142,18.086819,18.079912,17.986706,17.891495,17.893396,17.734364,17.97539,17.986404,17.985363,-0.0819931030273437,0.1590328216552734,0.1709341204703623,0.1118309249487138,r â¤ 18,0.2000290000000006,unknown,,,i06MC0041011F3,i06MC0041011F3,,,,,,,,,,,,,83.95006,-69.02729,i06MC0041011F3,i06MC0041011F3,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.0819940000000016,0.1590319999999998,0.1571309999999997,-0.2410260000000015,-0.2520400000000009,0.2052569999999995,0.0851380000000006,0.0933100000000024,-0.0216769999999968,-0.0110139999999994,-0.0019010000000001,0.0932059999999985,4657694983757337728,0,4657694983757337728,10364.0527,6686.31934,21567.8125,12817.7471,11669.1582,14127.1104,11022
15670,11144,b'i06MC00650AC7E',83.95074,-69.49469,-0.017195191,1.0012199,-0.7089651,1.949842e-06,0,0,1.1851691,0.003797272,0.004964969,0.006572708,0.0061405185,0.005974643,0.003275545,0.005539329,0.003961489,0.00399254,0.004145079,0.0064973896,0.005409597,15.344851,15.25925,15.161001,15.202018,15.205325,15.303568,15.3593025,15.448864,15.209932,15.603481,15.749461,15.73533,-0.1546173095703125,0.238931655883789,0.276784984066349,0.0478877421311585,r â¤ 18,0.316240500000001,unknown,,,i06MC00650AC7E,i06MC00650AC7E,,,,,,,,,,,,,83.95074,-69.49469,i06MC00650AC7E,i06MC00650AC7E,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.154617,0.2389320000000001,0.1493704999999998,-0.3935490000000001,-0.5395289999999999,0.0856010000000004,0.057231999999999,-0.1452960000000001,-0.041017,-0.1459799999999997,-0.0895615000000003,-0.098243,4657658837307663232,0,4657658837307663232,16843.5254,14077.542,21118.959,16084.7119,11702.0547,20255.3379,10022
15671,10962,b'i06MC006509H4B',83.950905,-69.55547,-0.12876686,1.0093582,-3.6500404,0.9999993,0,0,1.1567031,0.006170965,0.008519535,0.011003858,0.010268019,0.010042023,0.0057218997,0.009490781,0.006223122,0.006973238,0.0073902844,0.013815214,0.011056748,16.279877,16.28761,16.154896,16.179937,16.1956,16.309307,16.35106,16.500067,16.27361,16.694292,16.879158,16.86194,-0.1942253112792968,0.2264575958251953,0.2784647175219086,0.0797086568350844,r â¤ 18,0.3235695000000014,unknown,,,i06MC006509H4B,i06MC006509H4B,,,,,,,,,,,,,83.950905,-69.55547,i06MC006509H4B,i06MC006509H4B,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1942249999999994,0.2264569999999999,0.0774499999999989,-0.4206819999999993,-0.6055479999999989,-0.0077330000000017,0.1076730000000019,-0.1907600000000009,-0.025040999999998,-0.1848659999999995,-0.149007000000001,-0.1137070000000015,4657280360488285056,0,4657280360488285056,22028.4805,16439.1914,27843.3477,10674.2012,9569.68262,11937.5684,10022
15672,10401,b'i06MC003309OKC',83.952034,-66.713684,0.0021164583,0.9998502,0.07254557,0.9999989,0,0,1.1630484,0.0045884573,0.006143474,0.008706454,0.007837797,0.091002606,0.002339066,0.01963305,0.0027261886,0.004213768,0.0037406124,0.009811458,0.009039659,15.716542,15.612685,15.482679,15.535852,15.810462,15.751283,15.883595,16.010494,15.990489,16.290688,16.474556,16.537588,-0.2801933288574219,0.0200052261352539,0.1027327456586993,0.0422743476631157,r â¤ 18,0.1601019999999984,unknown,,,i06MC003309OKC,i06MC003309OKC,,,,,,,,,,,,,83.952034,-66.713684,i06MC003309OKC,i06MC003309OKC,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.280193999999998,0.0200050000000011,-0.1068940000000004,-0.3001989999999992,-0.4840669999999996,0.1038569999999996,0.0768330000000006,-0.2592110000000005,-0.053173000000001,-0.1838680000000003,-0.1268990000000016,0.0591789999999985,4660280038673118720,0,4660280038673118720,13201.7676,10637.3994,16429.5801,17390.5273,11803.0205,34487.9648,10122
15674,16561,b'i06MC00410AFE8',83.95212,-68.31054,-0.05466909,0.9451999,-0.82563674,1.1952166e-06,0,0,1.162298,0.014757379,0.017693352,0.023170678,0.01855337,0.017303588,0.0057601137,0.016337933,0.0062449486,0.008572103,0.008128279,0.02219174,0.01857243,17.669395,17.506886,17.336214,17.291975,17.349321,17.49649,17.46916,17.57618,17.311968,17.762543,17.882927,17.880838,-0.1863632202148437,0.2642116546630859,0.3134092831080733,0.0897631447847657,r â¤ 18,0.3573935000000006,unknown,,,i06MC00410AFE8,i06MC00410AFE8,,,,,,,,,,,,,83.95212,-68.31054,i06MC00410AFE8,i06MC00410AFE8,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.186363,0.2642120000000005,0.1571919999999984,-0.4505750000000006,-0.5709589999999984,0.162509,0.2149110000000007,-0.0796899999999993,0.0442389999999974,-0.1203839999999978,-0.1070200000000021,-0.1471690000000016,4657836094870253312,0,4657836094870253312,10923.5098,7344.78906,20373.6875,15483.0205,8504.88574,21894.3105,10122
15678,11665,b'i06MC00650DUOL',83.95796,-69.20143,0.012549417,1.0822086,0.17358541,0.9999977,0,0,1.2301042,0.015518567,0.02018345,0.025906619,0.023873065,0.02265605,0.013719749,0.019429317,0.0150320055,0.017236607,0.016100006,0.027505185,0.021922007,17.847483,17.783186,17.629831,17.638372,17.6075,17.578959,17.5449,17.63154,17.427452,17.712608,17.778246,17.72903,-0.0810680389404296,0.2040882110595703,0.2156589411635755,0.1934969353936537,r â¤ 18,0.2446220000000032,unknown,,,i06MC00650DUOL,i06MC00650DUOL,,,,,,,,,,,,,83.95796,-69.20143,i06MC00650DUOL,i06MC00650DUOL,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.0810679999999983,0.2040880000000022,0.1174479999999995,-0.2851560000000006,-0.3507940000000005,0.0642969999999998,0.1448140000000002,-0.0525809999999999,-0.008541000000001,-0.0656379999999998,-0.0866400000000027,0.0285410000000005,4657669896813425152,0,4657669896813425152,6590.27637,4992.96582,8749.22852,10933.2979,10128.0293,11629.6787,10022
15679,16950,b'i06MC00410F4QH',83.960884,-67.91557,0.071606345,1.0509999,1.4732625,0.99977434,0,0,1.142535,0.0118329385,0.011990214,0.015068029,0.012474863,0.01165198,0.0038162137,0.010830392,0.004134849,0.006445415,0.005317574,0.0137102995,0.011184404,17.287811,16.845392,16.594522,16.60119,16.620234,16.722927,16.740866,16.851234,16.76611,17.06447,17.127325,17.149511,-0.213235855102539,0.0851249694824218,0.1439254485881483,0.0642168365754039,r â¤ 18,0.1917420000000014,unknown,,,i06MC00410F4QH,i06MC00410F4QH,,,,,,,,,,,,,83.960884,-67.91557,i06MC00410F4QH,i06MC00410F4QH,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.2132359999999984,0.0851240000000004,-0.0252440000000007,-0.2983599999999988,-0.3612149999999978,0.442419000000001,0.2442020000000013,-0.128307000000003,-0.0066679999999976,-0.062854999999999,-0.1103680000000011,-0.1026929999999985,4660099714429035392,0,4660099714429035392,7055.6377,5697.97363,9007.93652,10799.6074,9635.07227,12122.1387,10022
15680,16366,b'i06MC004102CIE',83.96107,-68.89424,-0.017750258,0.91124904,-0.89654666,4.9933235e-05,0,0,1.1883249,0.0023351032,0.0032483863,0.0046060123,0.0039470606,0.0038413485,0.0013096873,0.0037331067,0.0014311824,0.0022492146,0.0017800033,0.004738679,0.0035638511,14.266707,14.345236,14.392694,14.407933,14.509788,14.553487,14.69493,14.854293,14.753569,15.10695,15.266681,15.271725,-0.2526569366455078,0.1007242202758789,0.1736116975685706,0.0223046601443133,r â¤ 18,0.2270524999999992,WolfRayet*,Brey  63,0.0,i06MC004102CIE,i06MC004102CIE,,,,,,,,,,,,,83.96107,-68.89424,i06MC004102CIE,i06MC004102CIE,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.2526569999999992,0.1007239999999995,-0.0586390000000012,-0.3533809999999988,-0.5131119999999996,-0.0785289999999996,-0.062697,-0.3008059999999997,-0.0152389999999993,-0.1597310000000007,-0.1593630000000008,-0.0436990000000001,4657703264455142784,0,4657703264455142784,22941.6992,17504.123,30179.0527,15660.4746,12652.9004,21515.2773,10122
15681,16432,b'i06MC004104WVP',83.96171,-68.691444,-0.06648375,0.9819863,-1.497348,0.99999785,0,0,1.1738195,0.010714225,0.013666737,0.017049963,0.014458996,0.013010169,0.0043406626,0.012265539,0.0044221934,0.0064099217,0.0053139236,0.014114546,0.0113823805,17.103945,17.00077,16.78608,16.82286,16.812881,16.872597,16.925076,16.960712,16.747755,17.07832,17.1607,17.191868,-0.1176071166992187,0.2129573822021484,0.2375852356014746,0.0653585679371666,r â¤ 18,0.2717610000000015,unknown,,,i06MC004104WVP,i06MC004104WVP,,,,,,,,,,,,,83.96171,-68.691444,i06MC004104WVP,i06MC004104WVP,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1176080000000006,0.2129569999999994,0.1773209999999991,-0.330565,-0.412944999999997,0.1031750000000002,0.1779100000000006,-0.0881150000000019,-0.0367800000000002,-0.082379999999997,-0.0356360000000002,-0.0597159999999981,4657800777352812416,0,4657800777352812416,13357.7627,10453.0762,19558.5625,14314.9258,10567.7158,18860.6523,10022
15685,10903,b'i06MC006507MK7',83.96587,-69.72965,-0.08117386,1.0224112,-1.6383027,0.9999865,0,0,1.175156,0.012838845,0.010320459,0.013063093,0.012056935,0.012199007,0.0072298516,0.011946643,0.00841644,0.009065426,0.011651931,0.018282495,0.0154273,17.550194,16.665071,16.489096,16.484756,16.567959,16.701046,16.748362,16.925179,16.618292,17.269371,17.255915,17.280447,-0.3441925048828125,0.3068866729736328,0.4124840946243007,0.1071525481808592,r â¤ 18,0.4789829999999995,unknown,,,i06MC006507MK7,i06MC006507MK7,,,,,,,,,,,,,83.96587,-69.72965,i06MC006507MK7,i06MC006507MK7,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.3441919999999996,0.3068869999999997,0.1300699999999999,-0.6510789999999993,-0.6376230000000014,0.8851230000000001,0.1803150000000002,-0.2241329999999983,0.0043399999999991,0.0134559999999979,-0.1768169999999997,-0.1330870000000032,4657271667439269248,0,4657271667439269248,15427.3037,11088.082,21159.1094,11962.584,9499.8584,15202.916,10022
15689,10253,b'i06MC0033072OL',83.96697,-67.026634,-0.0146305375,1.032896,-0.56994224,0.99999946,0,0,1.1635411,,0.004261574,0.0059077945,0.005309266,0.05026548,0.0015728921,0.0115076825,0.0016989349,0.0024739127,0.0021287766,0.005434245,0.004511345,,14.947796,14.805427,14.878675,15.100171,15.024836,15.105648,15.18283,14.991478,15.368756,15.526204,15.547698,-0.1859264373779297,0.1913518905639648,0.240393436050523,0.0252398253315856,r â¤ 18,0.2843149999999994,unknown,,,i06MC0033072OL,i06MC0033072OL,,,,,,,,,,,,,83.96697,-67.026634,i06MC0033072OL,i06MC0033072OL,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1859260000000002,0.1913519999999984,0.1141699999999996,-0.3772779999999986,-0.5347259999999991,,0.0691210000000008,-0.1579939999999986,-0.0732479999999995,-0.1574480000000004,-0.0771819999999987,0.075334999999999,4660243823505196160,0,4660243823505196160,17114.6133,12705.2461,21508.5078,13662.7998,9791.35449,15657.3584,10022
15692,10231,b'i06MC003306TAO',83.97287,-67.06239,0.06304621,0.984418,1.5153148,0.9999989,0,0,1.1610599,0.007067879,0.010123668,0.014213745,0.012757656,0.12846711,0.0036498376,0.027888736,0.003950109,0.0051606083,0.0051914323,0.013691661,0.01309027,16.472334,16.515474,16.321392,16.426764,16.088531,16.578987,16.545294,16.67323,16.368755,16.828491,16.997702,17.04794,-0.1552619934082031,0.304473876953125,0.3425575808559866,0.0552343586794137,r â¤ 18,0.3821055000000015,unknown,,,i06MC003306TAO,i06MC003306TAO,,,,,,,,,,,,,83.97287,-67.06239,i06MC003306TAO,i06MC003306TAO,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1552609999999994,0.304475,0.1765389999999982,-0.4597359999999995,-0.6289470000000001,-0.043140000000001,0.0887100000000025,-0.0942429999999987,-0.1053719999999991,-0.1692110000000006,-0.1279360000000018,-0.4904560000000018,4660242208597224448,0,4660242208597224448,7476.54736,6012.44189,10900.7852,10381.5049,9310.66309,11408.5156,10022
15693,11564,b'i06MC00650D87S',83.97408,-69.25624,0.008245688,0.9774223,0.23718943,2.5755746e-06,0,0,1.1750665,0.0072750687,0.009440325,0.012344438,0.01138186,0.011076665,0.0060506547,0.009942515,0.0066284453,0.006718092,0.0067049735,0.012204064,0.009434884,16.469162,16.451963,16.32669,16.342833,16.350298,16.375769,16.407663,16.444948,16.079578,16.541182,16.689594,16.642235,-0.0962333679199218,0.3653697967529297,0.3823598089637938,0.0801679802484094,r â¤ 18,0.4134869999999999,unknown,,,i06MC00650D87S,i06MC00650D87S,,,,,,,,,,,,,83.97408,-69.25624,i06MC00650D87S,i06MC00650D87S,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.096233999999999,0.3653699999999986,0.3280849999999979,-0.4616039999999977,-0.6100159999999981,0.0171990000000015,0.1091300000000004,-0.0691790000000018,-0.0161429999999995,-0.1484120000000004,-0.0372850000000006,-0.0254709999999995,4657668183158168448,0,4657668183158168448,13481.3994,9648.5957,20316.998,11596.7275,10324.7998,12389.3496,10122
15694,10244,b'i06MC003306Y87',83.97497,-67.0469,-0.008882357,1.044871,-0.43675387,0.999999,0,0,1.1661009,0.0020803201,0.0030658264,0.004340918,0.0038659151,0.02930144,0.0010943883,0.00857113,0.0012432338,0.0017046169,0.0015319342,0.004046121,0.003100414,14.212038,14.247504,14.234737,14.282336,14.374085,14.336762,14.59753,14.60998,14.269542,14.786303,15.007871,14.953793,-0.1763229370117187,0.3404378890991211,0.3860476542551504,0.0177960045069707,r â¤ 18,0.4285995000000007,WolfRayet*,HD 269848,0.0,i06MC003306Y87,i06MC003306Y87,,,,,,,,,,,,,83.97497,-67.0469,i06MC003306Y87,i06MC003306Y87,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.176323,0.3404380000000007,0.3279880000000013,-0.5167610000000007,-0.7383290000000002,-0.0354659999999995,-0.0348320000000015,-0.2732179999999999,-0.0475989999999999,-0.2215679999999995,-0.0124499999999994,0.0373229999999988,4660242311676443520,0,4660242311676443520,20418.0859,14715.4121,27068.6035,22792.7402,17060.3984,31598.5195,10022
