Names,RAJ2000_2008,DEJ2000_2008,Type_2008,amaj_2008,amin,PA,Com,SimbadName_2008,RAJ2000_2020,DEJ2000_2020,Type_2020,amaj_2020,bmin,l_logAge,logAge,r_logAge,[M/H],r_[M/H],PapI,B18,SimbadName_2020
"LW354,KMHK1581",06 00 38,-64 45 00,CA,1.0,0.85,30,,LW354,,,,,,,,,,,,,
"LW360,KMHK1608",06 01 30,-74 22 56,C,0.75,0.75,,,LW360,,,,,,,,,,,,,
"LW361,KMHK1597",06 02 09,-65 46 32,C,1.0,0.9,160,,LW361,,,,,,,,,,,,,
"LW368,BM214,KMHK1610",06 03 02,-67 23 58,C,1.0,0.85,50,mP,LW368,,,,,,,,,,,,,
"LW369,KMHK1618",06 02 55,-71 27 28,C,1.0,1.0,,,LW369,,,,,,,,,,,,,
"LW371,HS450,KMHK1613",06 03 19,-67 03 23,C,1.0,1.0,,,LW371,,,,,,,,,,,,,
"LW373,KMHK1625",06 03 13,-74 44 28,C,0.8,0.8,,,LW373,,,,,,,,,,,,,
"LW377,KMHK1634",06 05 26,-71 12 38,C,1.1,0.95,40,,LW377,,,,,,,,,,,,,
"LW381,BM230,KMHK1630",06 05 43,-68 09 36,CA,1.0,0.9,160,,LW381,,,,,,,,,,,,,
"LW383,KMHK1631",06 05 38,-69 16 07,C,1.1,0.95,130,compact core,LW383,,,,,,,,,,,,,
"LW384,KMHK1638",06 05 35,-71 45 11,C,1.7,1.7,,mP,LW384,,,,,,,,,,,,,
"LW386,KMHK1635",06 06 17,-65 35 14,C,0.6,0.6,,,LW386,,,,,,,,,,,,,
"LW389,KMHK1643",06 06 09,-70 27 55,C,1.1,0.95,20,,LW389,,,,,,,,,,,,,
"LW39,KMHK54",04 43 59,-68 46 43,CA,0.95,0.85,60,,LW39,,,,,,,,,,,,,
"LW390,BM236,KMHK1642",06 06 26,-67 52 21,C,0.5,0.5,,,LW390,,,,,,,,,,,,,
"LW392,KMHK1644",06 07 00,-65 19 32,C,1.1,1.0,70,,LW392,,,,,,,,,,,,,
"LW393,KMHK1648",06 06 31,-72 13 35,CA,0.55,0.5,50,,LW393,,,,,,,,,,,,,
"LW394,KMHK1651",06 07 00,-71 44 24,C,1.7,1.5,80,,LW394,,,,,,,,,,,,,
"LW395,KMHK1647",06 07 30,-65 19 33,C,1.0,0.9,30,,LW395,,,,,,,,,,,,,
"LW397,KMHK1657",06 07 29,-72 29 39,C,0.7,0.65,120,,LW397,,,,,,,,,,,,,
"LW404,KMHK1661",06 08 32,-70 23 20,C,0.65,0.6,120,,LW404,,,,,,,,,,,,,
"LW406,KMHK1660",06 09 01,-66 49 09,C,1.5,1.3,50,,LW406,,,,,,,,,,,,,
"LW409,BM246,KMHK1663",06 09 03,-67 34 50,C,1.1,1.0,90,,LW409,,,,,,,,,,,,,
"LW41,KMHK59",04 44 11,-68 44 57,C,0.9,0.9,,,LW41,,,,,,,,,,,,,
"LW410,KMHK1666",06 08 56,-71 39 30,C,1.8,1.8,,,LW410,,,,,,,,,,,,,
"LW411,BM250,KMHK1667",06 09 29,-68 48 20,C,0.85,0.85,,,LW411,,,,,,,,,,,,,
"LW414,BM251,KMHK1672",06 10 03,-68 21 03,C,0.75,0.65,110,,LW414,,,,,,,,,,,,,
LW415,06 10 22,-67 14 16,CA,1.3,1.1,30,,LW415,,,,,,,,,,,,,
"LW421,KMHK1679",06 10 53,-69 08 24,C,0.6,0.55,30,,LW421,,,,,,,,,,,,,
"LW427,BM261,KMHK1689",06 13 06,-68 21 33,CA,0.6,0.55,60,,LW427,,,,,,,,,,,,,
"LW43,BRHT59b,KMHK62",04 44 16,-71 22 41,C,0.9,0.9,,"mP,in BSDL7",LW43,,,,,,,,,,,,,
"LW430,KMHK1690",06 13 15,-69 25 06,CA,0.8,0.65,140,,LW430,,,,,,,,,,,,,
"LW436,KMHK1697",06 14 25,-66 26 43,C,2.1,1.9,50,mP,LW436,,,,,,,,,,,,,
"LW44,KMHK60",04 44 37,-68 14 20,C,0.65,0.6,170,,LW44,,,,,,,,,,,,,
"LW444,KMHK1710",06 15 58,-64 58 20,CA,0.85,0.7,140,,LW444,,,,,,,,,,,,,
"LW445,KMHK1712",06 15 47,-70 26 45,CA,1.2,1.1,10,,LW445,,,,,,,,,,,,,
"LW449,KMHK1717",06 16 48,-68 51 08,CA,1.2,1.1,140,,LW449,,,,,,,,,,,,,
"LW45,HS25,KMHK68",04 44 29,-73 34 29,C,0.85,0.85,,,LW45,,,,,,,,,,,,,
"LW451,KMHK1720",06 17 44,-69 13 31,C,0.8,0.8,,br*in,LW451,,,,,,,,,,,,,
"LW454,BM272,KMHK1723",06 18 11,-68 04 19,C,1.2,0.95,120,,LW454,,,,,,,,,,,,,
"LW458,BM273,KMHK1725",06 19 11,-67 29 37,C,1.5,1.5,,,LW458,,,,,,,,,,,,,
"LW459,BM274,KMHK1727",06 19 17,-68 19 39,C,0.9,0.9,,,LW459,,,,,,,,,,,,,
"LW46,KMHK63",04 44 46,-69 38 30,C,0.7,0.6,,,LW46,,,,,,,,,,,,,
"LW460,KMHK1730",06 19 15,-71 43 36,CA,0.75,0.7,120,mP,LW460,,,,,,,,,,,,,
"LW462,KMHK1734",06 19 40,-72 16 02,C,1.1,1.0,50,,LW462,,,,,,,,,,,,,
"LW463,KMHK1733",06 19 46,-71 18 47,CA,1.1,1.1,,,LW463,,,,,,,,,,,,,
"LW469,KMHK1742",06 21 34,-72 47 24,C,1.1,1.0,20,,LW469,,,,,,,,,,,,,
"LW470,KMHK1744",06 22 24,-72 14 14,C,1.1,0.95,130,,LW470,,,,,,,,,,,,,
"LW472,BM280,KMHK1746",06 23 11,-68 19 08,C,0.65,0.55,140,,LW472,,,,,,,,,,,,,
"LW475,KMHK1750",06 23 23,-70 33 14,CA,0.95,0.85,30,,LW475,,,,,,,,,,,,,
"LW482,KMHK1759",06 32 21,-72 28 23,C,0.8,0.8,,,LW482,,,,,,,,,,,,,
"LW49,KMHK67",04 45 08,-69 48 09,C,0.8,0.65,150,,LW49,,,,,,,,,,,,,
"LW5,KMHK8",04 33 52,-70 38 30,C,0.7,0.55,20,,LW5,,,,,,,,,,,,,
"LW51,ESO55SC37,KMHK69",04 45 50,-67 29 43,CA,1.4,1.2,130,,LW51,,,,,,,,,,,,,
"LW54,KMHK72",04 46 04,-66 54 41,C,0.65,0.65,,,LW54,,,,,,,,,,,,,
"LW56e,KMHK83e",04 45 54,-72 21 08,C,0.5,0.5,,mP,LW56,,,,,,,,,,,,,
"LW56w,KMHK83w",04 45 52,-72 21 04,C,0.6,0.6,,mP,LW56,,,,,,,,,,,,,
"LW62,KMHK96",04 46 18,-74 09 34,C,0.8,0.65,20,,LW62,,,,,,,,,,,,,
"LW63,KMHK89",04 47 16,-67 05 23,C,0.7,0.65,40,,LW63,,,,,,,,,,,,,
"LW65,KMHK132",04 49 20,-73 11 14,CA,0.8,0.65,,,LW65,,,,,,,,,,,,,
"LW66,KMHK129",04 49 04,-73 50 23,C,1.0,1.0,,,LW66,,,,,,,,,,,,,
"LW69,KMHK137",04 49 39,-72 14 53,C,0.65,0.65,,,LW69,,,,,,,,,,,,,
"LW7,KMHK12",04 35 36,-69 21 46,C,0.8,0.7,60,,LW7,,,,,,,,,,,,,
"LW75,SL59w,KMHK152,BRHT24a",04 50 14,-73 38 47,C,1.2,1.1,,mP,LW75,,,,,,,,,,,,,
"LW76,SL59e,KMHK157,BRHT24b",04 50 25,-73 38 53,C,1.2,1.1,20,mP,LW76,,,,,,,,,,,,,
"LW83,KMHK197",04 52 07,-73 04 17,CA,0.7,0.65,110,,LW83,,,,,,,,,,,,,
"LW9,KMHK13",04 35 58,-71 39 58,C,0.85,0.75,30,,LW9,,,,,,,,,,,,,
"LW91,KMHK274",04 54 22,-73 21 23,C,1.5,1.5,,,LW91,,,,,,,,,,,,,
"LW95,KMHK344",04 55 57,-75 08 25,C,0.8,0.75,30,mP,LW95,,,,,,,,,,,,,
"M-OB1,H88-301",05 38 16,-69 03 58,CN,0.75,0.75,,sup?in? 30 Doradus,[M87] OB1,,,,,,,,,,,,,
"M-OB4,H88-308",05 40 49,-69 22 46,C,0.85,0.85,,,[M87] OB4,,,,,,,,,,,,,
"M-OB6,KMHK1240,NKN-N160-O10",05 41 32,-69 40 07,C,0.85,0.75,,in LH108,[M87] OB6,,,,,,,,,,,,,
MA106,,,,,,,,,00 45 28.2,-73 04 24,NC,0.45,0.45,,,,,,1.0,B18,[MA93] 106
MA1072,,,,,,,,,00 58 27.5,-72 11 53,NA,0.5,0.5,,,,,,1.0,B18,[MA93] 1072
MA1236,,,,,,,,,01 01 01.1,-71 35 44,NC,0.3,0.3,,,,,,1.0,B18,[MA93] 1236
MA143,,,,,,,,,00 46 45.0,-73 10 17,NC,0.4,0.3,,8.0,CVH+06,,,1.0,B18,[MA93] 143
"MA1520,SOGLE147",,,,,,,,,01 05 08.2,-71 59 45,NC,0.6,0.6,,7.15,"GGK10,PU99",,,3.0,B18,[MA93] 1520
MA1675,,,,,,,,,01 08 40.0,-71 58 47,NC,0.2,0.2,,,,,,1.0,B18,[MA93] 1675
MA1735,,,,,,,,,01 11 02.3,-72 45 32,NC,0.25,0.2,,,,,,1.0,B18,[MA93] 1735
MA1779,,,,,,,,,01 13 55.9,-73 15 56,NC,0.25,0.25,,,,,,2.0,B18,[MA93] 1779
MA1794,,,,,,,,,01 14 44.1,-73 18 19,NA,0.7,0.7,,,,,,1.0,B18,[MA93] 1794
MA1796,,,,,,,,,01 14 47.2,-73 20 13,NC,0.2,0.2,,,,,,1.0,B18,[MA93] 1796
MA1799,,,,,,,,,01 14 54.9,-73 20 07,NA,0.15,0.15,,,,,,1.0,B18,[MA93] 1799
MA194,,,,,,,,,00 47 53.8,-73 17 35,NC,0.25,0.25,,,,,,1.0,B18,[MA93] 194
MA199,,,,,,,,,00 47 56.1,-73 06 09,NC,0.3,0.25,,7.2,CVH+06,,,1.0,B18,[MA93] 199
MA217,,,,,,,,,00 48 19.0,-73 06 00,NC,0.35,0.3,,,,,,1.0,B18,[MA93] 217
MA222,,,,,,,,,00 48 22.7,-73 05 59,CN,0.55,0.45,,,,,,2.0,B18,[MA93] 222
MA228,,,,,,,,,00 48 26.9,-73 06 01,NC,0.4,0.35,,7.0,CVH+06,,,2.0,B18,[MA93] 228
MA231,,,,,,,,,00 48 30.3,-73 06 29,NC,0.45,0.45,,7.5,CVH+06,,,1.0,B18,[MA93] 231
MA246,,,,,,,,,00 48 39.0,-73 15 50,NA,0.5,0.4,,,,,,1.0,B18,[MA93] 246
MA301,,,,,,,,,00 49 30.4,-73 26 21,NC,0.35,0.3,,,,,,2.0,B18,[MA93] 301
MA317,,,,,,,,,00 49 43.0,-73 10 36,NC,0.3,0.25,,7.8,CVH+06,,,1.0,B18,[MA93] 317
MA323,,,,,,,,,00 49 49.7,-72 48 30,NC,0.35,0.35,,,,,,1.0,B18,[MA93] 323
MA351,,,,,,,,,00 50 18.4,-73 19 31,CN,0.45,0.4,,7.4,CVH+06,,,1.0,B18,[MA93] 351
MA384,,,,,,,,,00 50 43.1,-72 46 55,NC,0.4,0.35,,6.8,CVH+06,,,1.0,B18,[MA93] 384
MA524,,,,,,,,,00 52 03.0,-72 39 32,NA,3.0,2.6,,6.7,CVH+06,,,1.0,B18,[MA93] 524
MHW1,05 41 40,-71 19 56,C,0.07,0.07,,"rel Sk-7151, in NGC2103",,,,,,,,,,,,,,
MP1-E,,,,,,,,,01 57 01.4,-74 15 59,NA,1.1,0.85,,,,,,0.0,B18,[MP2007] MP 1E
MP1-N,,,,,,,,,01 56 34.4,-74 17 01,NC,0.38,0.38,,,,,,2.0,B18,[MP2007] MP 1N
MP1-S,,,,,,,,,01 56 45.3,-74 13 11,NC,0.87,0.87,,,,,,2.0,B18,[MP2007] MP 1S
MP1-W,,,,,,,,,01 56 29.6,-74 14 59,EN,0.8,0.8,,,,,,1.0,B18,[MP2007] MP 1W
MP2,,,,,,,,,01 56 37.3,-74 30 55,EN,2.7,2.7,,,,,,1.0,B18,[MP2007] MP 2
MP3,,,,,,,,,01 50 55.0,-74 10 55,NA,18.0,16.1,,,,,,2.0,B18,[MP2007] MP 3
MP4n,,,,,,,,,01 49 42.3,-74 36 55,NA,8.6,7.0,,,,,,2.0,B18,[MP2007] MP 4n
MP5n,,,,,,,,,01 43 27.0,-74 31 40,EN,1.7,1.0,,,,,,1.0,B18,[MP2007] MP 5n
MP5s,,,,,,,,,01 43 58.0,-74 33 38,EN,1.6,1.1,,,,,,1.0,B18,[MP2007] MP 5s
MP6n,,,,,,,,,01 40 55.0,-73 51 29,EN,7.7,7.7,,,,,,1.0,B18,[MP2007] MP 6n
MP6s,,,,,,,,,01 41 02.0,-73 54 22,EN,4.8,4.8,,,,,,1.0,B18,[MP2007] MP 6s
"NGC121,K2,L10,ESO50SC12",00 26 47,-71 32 12,C,3.8,3.1,80,Globular Cluster,NGC 121,,,,,,,,,,,,,
"NGC121,K2,L10,ESO50SC12,OGLS 311",,,,,,,,,00 26 48.5,-71 32 05,C,3.8,3.1,,10.02,"GGG+08,DKB+16",-1.19,DH98,1.0,B18,OGLE-CL SMC  311
"NGC1466,SL1,LW1,ESO54SC16,KMHK1",03 44 33,-71 40 17,C,3.5,3.5,,Globular Cluster,NGC 1466,,,,,,,,,,,,,
"NGC152,K10,L15,ESO28SC24",00 32 56,-73 06 58,C,3.0,3.0,,,NGC 152,,,,,,,,,,,,,
"NGC152,K10,L15,ESO28SC24,RZ10,BIS235,",,,,,,,,,00 32 56.3,-73 06 57,C,3.0,3.0,,9.09,"GGK10,DKB+16",-0.8,DH98,1.0,B18,NGC152
"NGC1629,SL3,LW3,ESO55SC24,KMHK4",04 29 36,-71 50 18,C,1.7,1.7,,,NGC 1629,,,,,,,,,,,,,
"NGC1644,SL9,LW11,ESO84SC30,",04 37 39,-66 11 58,C,1.8,1.5,150,& KMHK18,NGC 1644,,,,,,,,,,,,,
"NGC1649,ESO55SC31,KMHK22",04 38 07,-68 46 39,C,0.6,0.55,30,,KMHK22,,,,,,,,,,,,,
"NGC1651,SL7,LW12,ESO55SC30,",04 37 32,-70 35 07,C,2.7,2.7,,& KMHK20,NGC 1651,,,,,,,,,,,,,
"NGC1652,SL10,LW14,ESO55SC32,",04 38 22,-68 40 21,C,1.5,1.5,,& KMHK23,NGC 1652,,,,,,,,,,,,,
"NGC1673,SL17,LW31,ESO55SC34,",04 42 39,-69 49 12,C,1.0,0.95,40,& KMHK43,NGC 1673,,,,,,,,,,,,,
"NGC1676,SL25,LW37,ESO55SC36,",04 43 53,-68 49 39,CA,1.1,1.0,40,& KMHK53,NGC 1676,,,,,,,,,,,,,
"NGC1693,LMC-S66,SL39,ESO56SC02,",04 47 38,-69 20 36,C,1.1,1.0,10,& KMHK100,NGC 1693,,,,,,,,,,,,,
"NGC1695,SL40,ESO56SC03,KMHK101",04 47 44,-69 22 26,C,1.4,1.3,100,,NGC 1695,,,,,,,,,,,,,
"NGC1696,SL43,ESO56SC04,KMHK108",04 48 30,-68 14 34,C,1.1,1.1,,,NGC 1696,,,,,,,,,,,,,
"NGC1697,SL44,ESO56SC05,KMHK110",04 48 37,-68 33 34,C,2.3,2.3,,,NGC 1697,,,,,,,,,,,,,
"NGC1698,SL45,ESO56SC06,KMHK115",04 49 04,-69 06 53,C,1.5,1.4,70,mP,NGC 1698,,,,,,,,,,,,,
"NGC1702,SL46,ESO56SC08,KMHK122",04 49 26,-69 51 07,C,1.2,1.2,,in SGshell-LMC7,NGC 1702,,,,,,,,,,,,,
"NGC1704,SL50,ESO56SC09,KMHK130",04 49 55,-69 45 19,C,1.7,1.6,70,in SGshell-LMC7,NGC 1704,,,,,,,,,,,,,
"NGC1711,SL55,ESO56SC10,KMHK145",04 50 37,-69 59 06,C,3.5,3.3,40,in?SGshell-LMC7,NGC 1711,,,,,,,,,,,,,
"NGC1718,SL65,ESO85SC10,KMHK181",04 52 25,-67 03 05,C,1.8,1.8,,sup Shapley-VI,NGC 1718,,,,,,,,,,,,,
"NGC1732,SL77,ESO56SC17,KMHK209",04 53 11,-68 39 01,C,1.1,1.0,50,"mP,in? SGshell-LMC6",NGC 1732,,,,,,,,,,,,,
"NGC1733,SL85,ESO85SC13,KMHK224",04 54 04,-66 40 57,C,1.5,1.4,20,in Shapley-VI,NGC 1733,,,,,,,,,,,,,
"NGC1734,SL83,ESO56SC18,KMHK221",04 53 33,-68 46 05,C,1.2,1.1,50,"mT,in? SGshell-LMC6",NGC 1734,,,,,,,,,,,,,
"NGC1735,SL86,ESO85SC15,KMHK234",04 54 20,-67 06 01,C,1.8,1.5,140,in Shapley-VI,NGC 1735,,,,,,,,,,,,,
"NGC1749,SL93,ESO56SC26,KMHK254",04 54 56,-68 11 20,C,1.5,1.3,50,mP,NGC 1749,,,,,,,,,,,,,
"NGC1751,SL89,ESO56SC23,KMHK239",04 54 12,-69 48 25,C,1.6,1.5,60,sup?SGshell-LMC7,NGC 1751,,,,,,,,,,,,,
"NGC1754,SL91,ESO56SC25,KMHK247",04 54 17,-70 26 29,C,1.6,1.6,,Globular Cluster,NGC 1754,,,,,,,,,,,,,
"NGC1755,SL99,ESO56SC28,KMHK272",04 55 14,-68 12 17,C,2.2,1.9,130,mP,NGC 1755,,,,,,,,,,,,,
"NGC1756,SL94,ESO56SC27,KMHK257",04 54 50,-69 14 17,C,1.4,1.3,130,in Shapley-VII,NGC 1756,,,,,,,,,,,,,
"NGC176,K12,L16,ESO29SC2",00 35 58,-73 09 58,C,1.2,1.2,,,NGC 176,,,,,,,,,,,,,
"NGC176,K12,L16,ESO29SC2,RZ13",,,,,,,,,00 35 58.8,-73 09 57,C,1.2,1.2,,8.2,GGK10,,,1.0,B18,NGC176
"NGC1764,SL115,ESO56SC30,KMHK308",04 56 28,-67 41 41,C,1.1,1.1,,,NGC 1764,,,,,,,,,,,,,
"NGC1766,SL113,ESO56SC29,KMHK304",04 55 57,-70 13 32,C,1.0,0.9,30,,NGC 1766,,,,,,,,,,,,,
"NGC1767,SL120,ESO56SC31,KMHK318",04 56 27,-69 24 12,C,1.3,1.2,30,in LH8,NGC 1767,,,,,,,,,,,,,
"NGC1768,SL127,ESO56SC32,KMHK331",04 57 02,-68 14 56,C,0.65,0.55,50,mP,NGC 1768,,,,,,,,,,,,,
"NGC1772,SL128,ESO56SC33,KMHK334",04 56 53,-69 33 22,C,1.5,1.4,30,in LH8,NGC 1772,,,,,,,,,,,,,
"NGC1774,SL141,ESO85SC26,KMHK360,",04 58 06,-67 14 32,C,1.7,1.5,60,in Shapley-VI & GKK-O255,NGC 1774,,,,,,,,,,,,,
"NGC1775,SL129,ESO56SC34,BRHT2a,",04 56 54,-70 25 49,C,1.0,0.9,80,mT & KMHK338,NGC 1775,,,,,,,,,,,,,
"NGC1776,SL145,ESO85SC28,KMHK374",04 58 39,-66 25 46,C,1.3,1.2,40,sup LMC-N10,NGC 1776,,,,,,,,,,,,,
"NGC1777,SL121,LW96,ESO33SC01,",04 55 48,-74 16 59,C,2.4,2.4,,& KMHK328,NGC 1777,,,,,,,,,,,,,
"NGC1782,SL140,ESO56SC36,KMHK363",04 57 51,-69 23 35,C,1.2,1.1,110,in LH8,NGC 1782,,,,,,,,,,,,,
"NGC1783,SL148,ESO85SC29,KMHK383",04 59 08,-65 59 18,C,5.3,4.7,60,sup LMC-N10,NGC 1783,,,,,,,,,,,,,
"NGC1786,SL149,ESO56SC39,KMHK385",04 59 06,-67 44 42,C,2.0,2.0,,br*sup  Globular Cluster,NGC 1786,,,,,,,,,,,,,
"NGC1789,SL144,LW104,ESO56SC37,",04 57 51,-71 54 06,C,1.8,1.8,,& KMHK375,NGC 1789,,,,,,,,,,,,,
"NGC1791,SL155,ESO56SC41,KMHK391",04 59 06,-70 10 05,CA,1.2,1.0,30,"mP,in LMC-N186E",NGC 1791,,,,,,,,,,,,,
"NGC1793,SL163,ESO56SC43,KMHK405,",04 59 38,-69 33 27,C,1.3,1.1,130,& GKK-A101,NGC 1793,,,,,,,,,,,,,
"NGC1795,SL165,ESO56SC44,KMHK411",04 59 46,-69 48 04,C,1.4,1.3,170,,NGC 1795,,,,,,,,,,,,,
"NGC1801,SL170,ESO56SC45,KMHK429,",05 00 34,-69 36 50,C,2.2,1.9,160,& GKK-O148,NGC 1801,,,,,,,,,,,,,
"NGC1804,SL172,ESO56SC46,LOGLE8",05 01 04,-69 04 57,C,0.95,0.85,170,,NGC 1804,,,,,,,,,,,,,
"NGC1805,SL186,ESO85SC32,KMHK459",05 02 21,-66 06 42,C,1.8,1.6,80,,NGC 1805,,,,,,,,,,,,,
"NGC1806,SL184,ESO56SC47,KMHK462",05 02 11,-67 59 17,C,2.5,2.5,,mP,NGC 1806,,,,,,,,,,,,,
"NGC1810,SL194,ESO85SC35,KMHK475",05 03 23,-66 22 54,C,1.2,1.1,30,,NGC 1810,,,,,,,,,,,,,
"NGC1813,SL190,ESO56SC50,KMHK472",05 02 40,-70 19 04,C,0.95,0.9,140,in LH18,NGC 1813,,,,,,,,,,,,,
"NGC1814,ESO85SC36,KMHK484",05 03 46,-67 18 15,DCN,1.2,1.1,10,in LMC-N17 DC LMC-N17B,NGC 1814,,,,,,,,,,,,,
"NGC1815,SL189,ESO56SC49,KMHK469",05 02 27,-70 37 15,C,1.2,1.0,60,in DEML55,NGC 1815,,,,,,,,,,,,,
"NGC1816,ESO85SC37,KMHK488,",05 03 52,-67 15 41,C,0.9,0.75,,in NGC1820  & LOGLE49,NGC 1816,,,,,,,,,,,,,
"NGC1818,SL201,ESO85SC40,KMHK491",05 04 14,-66 26 05,C,3.1,2.7,130,mP,NGC 1818,,,,,,,,,,,,,
"NGC1822,SL210,ESO85SC42,KMHK513",05 05 08,-66 12 40,C,1.1,1.0,100,,NGC 1822,,,,,,,,,,,,,
"NGC1823,SL198,ESO56SC51,KMHK487",05 03 24,-70 20 11,CA,1.0,0.9,10,in LH18,NGC 1823,,,,,,,,,,,,,
"NGC1825,SL202,ESO56SC53,LOGLE54",05 04 19,-68 55 39,C,1.0,0.9,40,in DEML62,NGC 1825,,,,,,,,,,,,,
"NGC1826,SL221,ESO85SC43,KMHK524",05 05 34,-66 13 51,C,1.2,1.1,60,,NGC 1826,,,,,,,,,,,,,
"NGC1828,SL203,ESO56SC54,LOGLE55",05 04 21,-69 23 16,C,1.2,1.1,170,,NGC 1828,,,,,,,,,,,,,
"NGC1830,SL207,ESO56SC56,BRHT3a,",05 04 39,-69 20 26,C,1.3,1.2,60,m5 & LOGLE61,NGC 1830,,,,,,,,,,,,,
"NGC1831,SL227,LW133,ESO85SC44,",05 06 16,-64 55 07,C,3.8,3.2,170,& KMHK530,NGC 1831,,,,,,,,,,,,,
"NGC1834,ESO56SC60,LOGLE72",05 05 12,-69 12 27,C,0.95,0.85,100,,NGC 1834,,,,,,,,,,,,,
"NGC1835,SL215,ESO56SC58,LOGLE69",05 05 06,-69 24 14,C,2.3,2.0,80,Globular Cluster,NGC 1835,,,,,,,,,,,,,
"NGC1836,SL223,ESO56SC31,BRHT4a,",05 05 36,-68 37 43,C,1.5,1.4,50,"mP,in BSDL578 & LOGLE81",NGC 1836,,,,,,,,,,,,,
"NGC1838,SL225,ESO56SC64,LOGLE97",05 06 09,-68 26 45,C,1.3,1.2,20,in DEML76,NGC 1838,,,,,,,,,,,,,
"NGC1839,SL226,ESO56SC63,LOGLE93",05 06 03,-68 37 42,C,1.6,1.6,,"mP,in BSDL651",NGC 1839,,,,,,,,,,,,,
"NGC1841,ESO4SC15",04 45 23,-83 59 49,C,4.0,4.0,,Globular Cluster,NGC 1841,,,,,,,,,,,,,
"NGC1842,SL241,ESO85SC46,KMHK553,",05 07 19,-67 16 20,C,1.5,1.5,,& LOGLE121,NGC 1842,,,,,,,,,,,,,
"NGC1844,SL242,ESO85SC48,KMHK556,",05 07 30,-67 19 26,C,1.6,1.6,,"& LOGLE126,GKK-O253",NGC 1844,,,,,,,,,,,,,
"NGC1846,SL243,ESO56SC67,KMHK557,",05 07 35,-67 27 39,C,3.8,3.8,,& LOGLE128,NGC 1846,,,,,,,,,,,,,
"NGC1847,SL240,ESO56SC66,LOGLE118",05 07 09,-68 58 23,C,1.8,1.6,,mT,NGC 1847,,,,,,,,,,,,,
"NGC1849,SL267,ESO85SC49,KMHK593",05 09 34,-66 18 59,C,1.5,1.5,,,NGC 1849,,,,,,,,,,,,,
"NGC1850,SL261,ESO56SC70,BRHT5a,",05 08 46,-68 45 39,C,3.0,3.0,,"mT,in? LMC-N103B & LOGLE142",NGC 1850,,,,,,,,,,,,,
"NGC1852,SL264,ESO56SC71,KMHK594",05 09 23,-67 46 42,C,1.9,1.9,,,NGC 1852,,,,,,,,,,,,,
"NGC1854,SL265,ESO56SC72,LOGLE154",05 09 20,-68 50 53,C,2.3,2.3,,"mT,sup LMC-N105",NGC 1854,,,,,,,,,,,,,
"NGC1856,SL271,ESO56SC73,LOGLE157",05 09 30,-69 07 45,C,2.7,2.4,90,,NGC 1856,,,,,,,,,,,,,
"NGC1859,SL297,LW156,ESO85SC50,",05 11 31,-65 14 57,C,1.5,1.5,,& KMHK635,NGC 1859,,,,,,,,,,,,,
"NGC1860,SL284,ESO56SC75,LOGLE187",05 10 40,-68 45 13,C,1.1,1.1,,,NGC 1860,,,,,,,,,,,,,
"NGC1861,SL286,ESO56SC76,KMHK621",05 10 21,-70 46 38,C,1.5,1.5,,,NGC 1861,,,,,,,,,,,,,
"NGC1862,SL306,ESO85SC51,BRHT6a,",05 12 34,-66 09 18,C,0.9,0.75,10,mP & KMHK650,NGC 1862,,,,,,,,,,,,,
"NGC1863,SL299,ESO56SC77,LOGLE206",05 11 40,-68 43 36,C,1.4,1.2,50,,NGC 1863,,,,,,,,,,,,,
"NGC1864,SL309,ESO56SC79,KMHK656,",05 12 40,-67 37 24,C,1.1,0.95,110,& LOGLE229 in GKK-A131,NGC 1864,,,,,,,,,,,,,
"NGC1865,SL307,ESO56SC78,LOGLE221",05 12 25,-68 46 19,C,1.4,1.4,,,NGC 1865,,,,,,,,,,,,,
"NGC1866,SL319,LW163,ESO85SC52,",05 13 39,-65 27 54,C,5.5,5.5,,& KMHK664,NGC 1866,,,,,,,,,,,,,
"NGC1867,SL321,ESO85SC53,KMHK665",05 13 42,-66 17 36,C,1.5,1.4,120,,NGC 1867,,,,,,,,,,,,,
"NGC1868,SL330,LW169,ESO85SC56,",05 14 36,-63 57 18,C,2.7,2.7,,& KMHK674,NGC 1868,,,,,,,,,,,,,
"NGC1870,SL317,ESO56SC81,LOGLE235",05 13 11,-69 07 03,C,1.1,1.0,10,,NGC 1870,,,,,,,,,,,,,
"NGC1872,SL318,ESO56SC83,LOGLE236",05 13 12,-69 18 45,C,1.7,1.7,,sup LMC-N113,NGC 1872,,,,,,,,,,,,,
"NGC1878,SL316,ESO56SC80,KMHK661",05 12 49,-70 28 18,C,1.1,1.0,50,,NGC 1878,,,,,,,,,,,,,
"NGC1881,SL323,ESO56SC86,LOGLE245",05 13 37,-69 18 03,CN,1.2,0.85,160,in DEML108,NGC 1881,,,,,,,,,,,,,
"NGC1882,SL340,ESO85SC57,KMHK609",05 15 33,-66 07 45,C,1.6,1.4,20,,NGC 1882,,,,,,,,,,,,,
"NGC1885,SL338,ESO56SC88,LOGLE261",05 15 07,-68 58 43,C,1.4,1.2,130,,NGC 1885,,,,,,,,,,,,,
"NGC1887,SL343,ESO85SC59,KMHK700",05 16 05,-66 19 09,C,1.5,1.5,,,NGC 1887,,,,,,,,,,,,,
"NGC1890,SL331,LW167,ESO56SC87,",05 13 46,-72 04 40,C,1.1,1.0,70,in BSDL966 & KMHK678,NGC 1890,,,,,,,,,,,,,
