Names,RAJ2000_2008,DEJ2000_2008,Type_2008,amaj_2008,amin,PA,Com,SimbadName_2008,RAJ2000_2020,DEJ2000_2020,Type_2020,amaj_2020,bmin,l_logAge,logAge,r_logAge,[M/H],r_[M/H],PapI,B18,SimbadName_2020
"B71,SOGLE92,RZ84",,,,,,,,,00 53 18.0,-72 46 00,C,0.85,0.85,,7.4,"GGK10,CVH+06,PU99",,,1.0,B18,Bruck 71
B72,00 53 26,-72 40 57,C,1.2,1.2,,"m6,in H-A35",Bruck 72,00 53 27.0,-72 41 21,C,0.9,0.7,,7.5,"GGK10,CVH+06",,,0.0,B18,Bruck 72
"B73,SOGLE96",00 53 42,-72 39 15,C,0.37,0.37,,"m6, in SMC-N52B",Bruck 73,,,,,,,,,,,,,
B74,00 53 58,-72 12 02,C,1.1,1.1,,,Bruck 74,00 53 58.5,-72 12 02,C,1.0,0.75,,7.8,GGK10,,,1.0,B18,Bruck 74
B75,00 53 58,-72 41 36,CA,1.2,1.2,,in H-A35,Bruck 75,00 53 55.5,-72 41 42,A,1.2,0.9,,7.4,CVH+06,,,1.0,B18,Bruck 75
"B76,SOGLE219",00 54 52,-72 54 59,C,0.4,0.4,,,Bruck 76,00 54 51.7,-72 54 58,C,0.4,0.4,,8.4,CVH+06,,,1.0,B18,Bruck 76
B78,00 54 45,-72 07 46,C,1.1,0.8,110,"mP,in H-A37",Bruck 78,,,,,,,,,,,,,
"B78,RZ88",,,,,,,,,00 54 45.8,-72 07 31,C,1.1,0.8,,7.4,GGK10,,,0.0,B18,Bruck 78
"B79,SOGLE99",00 54 48,-72 27 58,C,0.8,0.6,100,in H-A38,Bruck 79,,,,,,,,,,,,,
"B79,SOGLE99,RZ90",,,,,,,,,00 54 47.5,-72 27 57,C,0.8,0.6,,7.47,"GGK10,CVH+06,PU99",,,1.0,B18,Bruck 79
B7A,,,,,,,,,00 34 26.8,-72 58 18,CC,0.25,0.2,,,,,,0.0,B18,
B8,,,,,,,,,00 35 11.8,-73 43 20,CC,0.5,0.5,,,,,,0.0,B18,
"B80,SOGLE98",00 54 47,-73 13 25,C,0.8,0.65,150,,Bruck 80,,,,,,,,,,,,,
"B80,SOGLE98,RZ89",,,,,,,,,00 54 47.2,-73 13 23,C,0.8,0.65,,8.53,"GGK10,CVH+06,PU99",,,1.0,B18,Bruck 80
B81,00 55 23,-71 53 07,C,0.75,0.65,70,,Bruck 81,,,,,,,,,,,,,
"B81,BMS454",,,,,,,,,00 55 29.3,-71 53 08,C,0.75,0.65,,7.8,GGK10,,,0.0,B18,Bruck 81
B82,00 55 36,-71 58 57,C,0.65,0.55,80,,Bruck 82,00 55 36.3,-71 58 57,C,0.65,0.55,,8.0,GGK10,,,1.0,B18,Bruck 82
"B83,SOGLE103",00 55 30,-73 04 17,C,0.55,0.55,,,Bruck 83,,,,,,,,,,,,,
"B83,SOGLE103,RZ95",,,,,,,,,00 55 30.4,-73 04 20,C,0.55,0.55,,8.6,CVH+06,,,1.0,B18,Bruck 83
"B86,SOGLE222",00 56 16,-72 30 59,C,0.65,0.65,,,Bruck 86,00 56 16.5,-72 30 55,C,0.65,0.65,,8.05,"GGK10,CVH+06",,,1.0,B18,Bruck 86
B87,00 56 08,-73 46 38,C,0.5,0.5,,,Bruck 87,00 56 06.4,-73 46 36,C,0.5,0.5,,,,,,1.0,B18,Bruck 87
B88,00 56 56,-70 46 24,C,0.45,0.45,,,Bruck 88,,,,,,,,,,,,,
"B88,RZ100",,,,,,,,,00 56 55.6,-70 46 30,C,0.45,0.45,,8.1,"GGK10,P14",,,1.0,B18,Bruck 88
B9,00 37 13,-72 57 53,C,0.45,0.45,,mP in H-A1,Bruck 9,,,,,,,,,,,,,
"B9,RZ17",,,,,,,,,00 37 15.9,-72 57 44,C,0.45,0.45,,,,,,0.0,B18,[RZ2005] 17
B90,00 57 55,-72 17 28,C,0.45,0.35,100,in H-A43,Bruck 90,00 57 55.6,-72 17 31,C,0.45,0.35,,7.9,"GGK10,CVH+06",,,1.0,B18,Bruck 90
B91,00 58 08,-73 55 58,C,1.4,1.4,,,Bruck 91,,,,,,,,,,,,,
"B91,RZ106",,,,,,,,,00 58 07.8,-73 55 55,C,1.4,1.4,,8.9,GGK10,,,1.0,B18,Bruck 91
B92,00 58 14,-72 00 14,C,0.65,0.55,40,,Bruck 92,00 58 11.5,-72 00 06,C,0.65,0.55,,7.3,GGK10,,,1.0,B18,Bruck 92
B93,00 58 10,-73 35 14,CA,0.65,0.65,,,Bruck 93,00 58 11.4,-73 35 13,CA,0.65,0.65,,8.3,GGK10,,,1.0,B18,Bruck 93
B94,00 58 10,-74 36 49,C,0.65,0.65,,,Bruck 94,,,,,,,,,,,,,
"B94,RZ107",,,,,,,,,00 58 14.8,-74 36 32,C,0.65,0.65,,9.06,RZ05,,,0.0,B18,Bruck 94
B95,,,,,,,,,00 58 53.7,-71 23 34,CC,0.25,0.25,,,,,,0.0,B18,
"B96,SOGLE117",00 59 14,-72 36 29,C,1.0,0.9,80,att DEMS114,Bruck 96,,,,,,,,,,,,,
"B96,SOGLE117,RZ112",,,,,,,,,00 59 13.7,-72 36 30,C,1.0,0.9,,8.3,"GGK10,CVH+06,PU99",,,1.0,B18,Bruck 96
B97,00 59 37,-71 44 40,C,0.5,0.5,,"mT,in DEMS105",Bruck 97,,,,,,,,,,,,,
"B97,RZ114w",,,,,,,,,00 59 39.9,-71 44 38,NC,0.6,0.6,,,,,,2.0,B18,Bruck 97
B98ne,01 00 28,-73 52 32,C,0.55,0.45,130,mP,NAME Bruck 98NE,,,,,,,,,,,,,
"B98ne,RZ120",,,,,,,,,01 00 28.8,-73 52 37,C,0.55,0.45,,9.2,RZ05,,,1.0,B18,[RZ2005] 120
B98sw,01 00 21,-73 52 51,C,0.6,0.45,40,mP,Name Bruck 98SW,01 00 21.0,-73 52 51,CA,0.7,0.7,,,,,,1.0,B18,NAME Bruck 98SW
"B99,SOGLE122",01 00 27,-73 05 12,C,0.75,0.75,,,Bruck 99,,,,,,,,,,,,,
"B99,SOGLE122,RZ121",,,,,,,,,01 00 28.3,-73 05 10,C,0.75,0.75,,8.23,"CVH+06,PU99,MPS14",-0.84,PGC+15,1.0,B18,Bruck 99
BBDS1,01 43 37,-74 33 42,CA,0.9,0.6,130,in BS191,,,,,,,,,,,,,,
"BBDS1,OGLB 17",,,,,,,,,01 43 27.9,-74 31 41,CA,1.2,1.2,,,,,,1.0,B18,BBDS1
BBDS2,,,,,,,,,01 49 21.6,-74 39 09,AN,1.2,0.8,,,,,,1.0,B18,BBDS2
BBDS3,,,,,,,,,01 49 28.1,-74 39 12,NC,0.45,0.35,,,,,,3.0,B18,BBDS3
"BBDS4,L61-593,OGLB 61",,,,,,,,,02 14 40.3,-74 21 28,NC,0.5,0.5,,7.3,"BSB+15,PdGR+15",-0.7,BSB+15,2.0,B18,OGLE-CL MBR 61
BBica 1,,,,,,,,,01 25 12.9,-73 15 30,C,0.35,0.35,,,,,,0.0,B18,
BBica 10,,,,,,,,,02 04 50.7,-74 28 53,CA,0.8,0.8,,,,,,0.0,B18,
BBica 11,,,,,,,,,02 07 44.0,-74 16 20,C,0.5,0.5,,,,,,0.0,B18,
BBica 12,,,,,,,,,02 08 04.2,-74 35 09,C,0.5,0.4,,,,,,0.0,B18,
BBica 13,,,,,,,,,02 09 19.7,-74 35 11,C,0.5,0.5,,,,,,0.0,B18,
BBica 14,,,,,,,,,02 17 15.7,-74 25 20,C,0.35,0.35,,,,,,0.0,B18,
BBica 15,,,,,,,,,02 27 54.9,-74 02 15,CA,1.5,0.8,,,,,,0.0,B18,
BBica 16,,,,,,,,,02 28 01.9,-74 05 19,C,0.9,0.9,,,,,,0.0,B18,
BBica 17,,,,,,,,,02 29 21.1,-73 56 53,CA,0.9,0.6,,,,,,0.0,B18,
BBica 18,,,,,,,,,02 57 44.4,-72 56 19,C,0.6,0.6,,,,,,0.0,B18,
BBica 19,,,,,,,,,03 53 41.8,-73 56 03,C,0.75,0.75,,,,,,0.0,B18,
BBica 2,,,,,,,,,01 43 48.7,-74 34 08,C,0.3,0.2,,,,,,0.0,B18,
BBica 3,,,,,,,,,01 53 11.3,-74 18 09,CC,0.4,0.3,,,,,,0.0,B18,
BBica 4,,,,,,,,,01 53 18.0,-74 21 58,A,5.6,5.6,,,,,,0.0,B18,
BBica 5,,,,,,,,,01 53 24.6,-74 00 49,CC,0.5,0.5,,,,,,0.0,B18,
BBica 6,,,,,,,,,01 53 32.4,-74 00 22,A,0.6,0.6,,,,,,1.0,B18,
BBica 7,,,,,,,,,01 55 02.4,-73 58 30,C,0.35,0.35,,,,,,0.0,B18,
BBica 8,,,,,,,,,02 03 46.0,-74 45 21,C,1.0,1.0,,,,,,0.0,B18,
BBica 9,,,,,,,,,02 04 22.0,-74 59 05,CA,1.3,1.3,,,,,,0.0,B18,
"BCD1,LOGLE397",05 21 30,-69 25 55,C,0.5,0.5,,in LH46,BCD1,,,,,,,,,,,,,
BCDSP6,05 32 10,-67 41 15,CN,0.65,0.6,100,in NGC2014,BCDSP6,,,,,,,,,,,,,
BCDSP7,05 31 46,-68 33 27,CN,0.45,0.4,140,"mT,in LMC-N148C",BCDSP7,,,,,,,,,,,,,
"BCDSP8,LOGLE605",05 34 40,-69 44 50,CN,0.9,0.7,80,"mP,in NGC2033",BCDSP8,,,,,,,,,,,,,
"BH27C2,KMHK264,GKK-O109",04 54 42,-70 21 29,CA,0.9,0.8,80,mP,KMHK264,,,,,,,,,,,,,
"BH46C2,KMHK1402",05 49 09,-65 42 51,C,0.65,0.55,40,mP,KMHK1402,,,,,,,,,,,,,
BIS182,,,,,,,,,00 31 18.2,-74 29 29,A,1.56,1.56,,9.48,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-182
BIS195,,,,,,,,,00 34 50.2,-74 29 18,A,1.94,1.94,,8.71,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-195
BIS197,,,,,,,,,00 33 21.9,-74 24 42,A,1.56,1.56,,8.78,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-197
BIS203,,,,,,,,,00 30 06.1,-74 00 17,A,1.58,1.58,,8.86,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-203
BIS209,,,,,,,,,00 30 26.8,-73 51 51,A,1.56,1.56,,8.6,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-209
BIS211,,,,,,,,,00 38 31.7,-74 20 41,A,1.57,1.57,,9.23,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-211
BIS215,,,,,,,,,00 40 31.3,-74 25 18,A,1.57,1.57,,8.84,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-215
BIS218,,,,,,,,,00 38 04.3,-74 13 12,A,1.57,1.57,,8.99,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-218
BIS219,,,,,,,,,00 30 28.0,-73 39 08,A,1.56,1.56,,8.9,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-219
BIS221,,,,,,,,,00 33 32.5,-73 45 28,A,1.56,1.56,,9.11,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-221
BIS223,,,,,,,,,00 41 48.6,-74 14 44,A,1.57,1.57,,8.43,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-223
BIS229,,,,,,,,,00 35 17.0,-73 42 40,A,1.56,1.56,,8.66,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-229
BIS230,,,,,,,,,00 30 40.0,-73 21 31,A,2.82,2.82,,9.12,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-230
BIS231,,,,,,,,,00 40 05.6,-73 52 11,A,2.2,2.2,,8.98,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-231
BIS233,,,,,,,,,00 49 07.1,-74 23 52,A,1.57,1.57,,9.15,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-233
BIS234,,,,,,,,,00 38 57.2,-73 45 51,A,1.57,1.57,,8.68,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-234
BIS245,,,,,,,,,00 40 14.2,-73 44 36,A,1.78,1.78,,8.65,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-245
BIS246,,,,,,,,,00 34 49.5,-73 21 43,A,2.06,2.06,,9.32,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-246
BIS250,,,,,,,,,00 41 56.7,-73 36 35,A,3.36,3.36,,8.69,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-250
BIS251,,,,,,,,,00 45 42.2,-74 05 00,A,1.57,1.57,,9.16,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-251
BIS256,,,,,,,,,00 35 26.1,-73 18 17,A,3.36,3.36,,9.37,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-256
BIS257,,,,,,,,,00 41 21.3,-73 35 17,A,3.36,3.36,,8.42,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-257
BIS260,,,,,,,,,00 34 04.8,-73 12 13,A,2.33,2.33,,9.26,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-260
BIS262,,,,,,,,,00 43 55.1,-73 51 06,A,1.75,1.75,,8.73,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-262
BIS263,,,,,,,,,00 45 04.7,-73 56 14,A,1.57,1.57,,8.46,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-263
BIS264,,,,,,,,,00 42 20.3,-73 43 15,A,2.69,2.69,,,,,,0.0,B18,[BGB2018] SMC-IR1-264
BIS266,,,,,,,,,00 40 29.1,-73 27 47,A,3.36,3.36,,8.57,BGB+18,,,1.0,B18,[BGB2018] SMC-IR1-266
BIS267,,,,,,,,,00 38 56.8,-73 30 37,A,1.61,1.61,,8.3,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-267
BIS268,,,,,,,,,00 30 41.4,-72 54 41,A,2.03,2.03,,9.19,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-268
BIS269,,,,,,,,,00 41 30.0,-73 40 25,A,1.57,1.57,,8.3,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-269
BIS271,,,,,,,,,00 31 32.2,-72 58 31,A,1.56,1.56,,9.63,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-271
BIS272,,,,,,,,,00 45 21.1,-73 51 51,A,1.98,1.98,,9.07,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-272
BIS273,,,,,,,,,00 37 14.3,-73 20 10,A,1.62,1.62,,8.98,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-273
BIS274,,,,,,,,,00 30 29.2,-72 50 51,A,1.56,1.56,,9.78,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-274
"BIS275,BUS688",,,,,,,,,00 43 54.5,-73 44 50,A,3.36,3.36,,8.25,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-275
BIS276,,,,,,,,,00 32 59.5,-73 00 02,A,1.6,1.6,,9.36,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-276
BIS278,,,,,,,,,00 38 24.0,-73 14 53,A,3.36,3.36,,8.67,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-278
BIS283,,,,,,,,,00 39 15.7,-73 22 37,A,3.36,3.36,,8.81,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-283
BIS284,,,,,,,,,00 44 46.9,-73 34 30,A,3.36,3.36,,9.23,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-284
BIS286,,,,,,,,,00 40 01.5,-73 20 52,A,2.11,2.11,,9.15,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-286
BIS287,,,,,,,,,00 42 43.2,-73 29 17,A,2.82,2.82,,8.3,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-287
BIS288,,,,,,,,,00 43 34.8,-73 36 11,A,1.98,1.98,,8.7,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-288
BIS290,,,,,,,,,00 41 21.9,-73 25 28,A,3.36,3.36,,8.48,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-290
BIS291,,,,,,,,,00 44 49.1,-73 41 10,A,1.69,1.69,,9.36,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-291
BIS292,,,,,,,,,00 41 00.7,-73 18 08,A,3.36,3.36,,8.37,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-292
BIS293,,,,,,,,,00 36 22.3,-73 00 47,A,3.36,3.36,,8.62,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-293
BIS294,,,,,,,,,00 40 05.3,-73 12 04,A,3.36,3.36,,8.91,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-294
BIS295,,,,,,,,,00 45 52.8,-73 37 59,A,3.36,3.36,,8.82,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-295
BIS296,,,,,,,,,00 39 03.8,-73 10 33,A,3.36,3.36,,8.62,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-296
BIS297,,,,,,,,,00 56 31.0,-74 18 08,A,1.76,1.76,,9.01,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-297
BIS298,,,,,,,,,00 52 08.1,-74 04 10,A,1.57,1.57,,9.63,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-298
BIS299,,,,,,,,,00 46 29.5,-73 43 27,A,1.57,1.57,,8.54,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-299
BIS300,,,,,,,,,00 44 19.6,-73 32 19,A,2.36,2.36,,8.56,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-300
BIS301,,,,,,,,,00 38 26.0,-73 07 45,A,2.43,2.43,,8.4,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-301
BIS302,,,,,,,,,00 41 39.3,-73 23 08,A,1.57,1.57,,8.52,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-302
BIS305,,,,,,,,,00 45 25.7,-73 35 07,A,1.67,1.67,,7.85,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-305
BIS306,,,,,,,,,00 49 22.9,-73 45 46,A,3.12,3.12,,9.19,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-306
BIS307,,,,,,,,,00 38 57.2,-73 08 50,A,1.57,1.57,,8.86,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-307
BIS308,,,,,,,,,00 34 19.5,-72 49 58,A,1.6,1.6,,9.32,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-308
BIS309,,,,,,,,,00 46 36.5,-73 38 55,A,1.57,1.57,,8.21,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-309
BIS311,,,,,,,,,00 51 29.1,-73 45 13,A,3.36,3.36,,9.7,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-311
BIS312,,,,,,,,,00 47 37.4,-73 41 39,A,1.61,1.61,,8.78,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-312
BIS313,,,,,,,,,00 45 34.4,-73 24 43,A,3.36,3.36,,8.5,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-313
BIS314,,,,,,,,,00 41 45.7,-73 17 48,A,2.12,2.12,,8.69,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-314
BIS316,,,,,,,,,00 48 30.3,-73 44 29,A,1.57,1.57,,8.91,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-316
BIS317,,,,,,,,,00 42 37.4,-73 21 55,A,1.59,1.59,,8.99,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-317
BIS318,,,,,,,,,00 41 58.1,-73 14 34,A,2.58,2.58,,8.79,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-318
BIS319,,,,,,,,,00 39 55.5,-73 07 57,A,2.31,2.31,,8.6,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-319
BIS320,,,,,,,,,00 47 11.9,-73 31 22,A,3.36,3.36,,9.81,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-320
BIS322,,,,,,,,,00 45 20.2,-73 31 36,A,1.77,1.77,,8.6,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-322
BIS323,,,,,,,,,00 50 20.4,-73 45 19,A,2.48,2.48,,9.15,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-323
BIS324,,,,,,,,,00 40 38.5,-73 13 15,A,1.57,1.57,,8.77,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-324
BIS325,,,,,,,,,01 01 23.7,-74 25 32,A,1.57,1.57,,9.08,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-325
BIS326,,,,,,,,,00 52 16.1,-73 52 01,A,2.17,2.17,,8.33,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-326
BIS328,,,,,,,,,00 33 03.1,-72 38 18,A,1.56,1.56,,8.91,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-328
BIS329,,,,,,,,,00 39 34.5,-73 05 15,A,1.56,1.56,,9.07,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-329
BIS330,,,,,,,,,00 39 55.5,-73 01 19,A,3.36,3.36,,8.19,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-330
BIS332,,,,,,,,,00 43 49.3,-73 20 51,A,1.64,1.64,,8.28,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-332
"BIS333,BMS97",,,,,,,,,00 45 47.0,-73 18 32,A,2.93,2.93,,7.59,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-333
BIS334,,,,,,,,,00 40 30.3,-73 05 46,A,1.56,1.56,,8.65,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-334
BIS336,,,,,,,,,00 44 56.0,-73 22 56,A,1.57,1.57,,8.91,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-336
BIS337,,,,,,,,,00 53 52.0,-73 53 17,A,1.92,1.92,,8.96,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-337
BIS338,,,,,,,,,00 50 01.6,-73 40 49,A,1.57,1.57,,9.31,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-338
BIS339,,,,,,,,,00 49 19.6,-73 38 54,A,1.57,1.57,,8.55,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-339
BIS340,,,,,,,,,00 48 57.3,-73 36 48,A,1.62,1.62,,8.49,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-340
BIS341,,,,,,,,,00 41 30.0,-73 03 48,A,3.36,3.36,,8.63,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-341
BIS342,,,,,,,,,00 44 26.7,-73 18 57,A,1.57,1.57,,8.2,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-342
BIS343,,,,,,,,,00 42 43.2,-73 11 11,A,1.69,1.69,,9.06,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-343
BIS344,,,,,,,,,00 47 54.5,-73 27 55,A,2.4,2.4,,8.4,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-344
BIS345,,,,,,,,,00 48 00.7,-73 31 55,A,1.57,1.57,,8.54,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-345
BIS346,,,,,,,,,00 40 11.5,-72 58 33,A,1.62,1.62,,8.78,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-346
BIS347,,,,,,,,,00 42 36.0,-73 00 24,A,3.36,3.36,,8.48,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-347
BIS348,,,,,,,,,00 53 07.8,-73 40 19,A,3.36,3.36,,9.28,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-348
BIS350,,,,,,,,,00 44 41.3,-73 16 38,A,1.89,1.89,,8.08,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-350
BIS351,,,,,,,,,00 42 05.7,-73 04 06,A,1.76,1.76,,8.25,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-351
BIS352,,,,,,,,,00 40 44.5,-73 01 25,A,1.56,1.56,,8.73,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-352
BIS353,,,,,,,,,00 30 26.3,-72 13 09,A,2.19,2.19,,8.54,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-353
BIS356,,,,,,,,,00 43 39.3,-73 09 55,A,2.92,2.92,,8.4,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-356
BIS357,,,,,,,,,00 49 32.5,-73 32 34,A,1.57,1.57,,8.48,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-357
BIS359,,,,,,,,,00 42 52.8,-73 02 28,A,2.33,2.33,,8.36,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-359
BIS360,,,,,,,,,00 54 03.2,-73 47 32,A,1.57,1.57,,8.84,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-360
BIS361,,,,,,,,,00 40 30.2,-72 55 30,A,2.34,2.34,,8.72,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-361
BIS362,,,,,,,,,00 42 57.4,-73 06 03,A,1.57,1.57,,8.14,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-362
BIS363,,,,,,,,,00 50 33.7,-73 34 50,A,1.57,1.57,,8.53,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-363
BIS364,,,,,,,,,00 41 01.7,-72 57 25,A,1.62,1.62,,9.04,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-364
BIS365,,,,,,,,,00 55 53.4,-73 52 37,A,1.57,1.57,,8.48,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-365
BIS366,,,,,,,,,00 54 24.4,-73 45 26,A,1.82,1.82,,9.11,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-366
BIS367,,,,,,,,,00 51 09.6,-73 27 15,A,3.36,3.36,,8.18,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-367
BIS368,,,,,,,,,00 46 57.6,-73 12 43,A,3.36,3.36,,7.85,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-368
BIS369,,,,,,,,,00 43 46.4,-73 07 04,A,1.57,1.57,,8.45,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-369
BIS370,,,,,,,,,00 46 20.0,-73 08 27,A,3.36,3.36,,8.09,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-370
BIS371,,,,,,,,,00 35 18.2,-72 31 26,A,1.56,1.56,,9.15,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-371
BIS372,,,,,,,,,00 46 56.8,-73 16 15,A,2.34,2.34,,8.2,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-372
BIS373,,,,,,,,,00 53 28.8,-73 37 24,A,2.21,2.21,,8.69,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-373
BIS374,,,,,,,,,00 48 15.7,-73 22 34,A,1.57,1.57,,9.16,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-374
BIS376,,,,,,,,,00 43 33.8,-73 03 55,NA,1.57,1.57,,8.84,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-376
BIS377,,,,,,,,,00 48 37.3,-73 19 06,A,3.36,3.36,,7.72,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-377
BIS378,,,,,,,,,00 54 23.2,-73 37 12,A,3.36,3.36,,8.54,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-378
BIS379,,,,,,,,,00 55 42.4,-73 33 41,A,3.36,3.36,,8.2,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-379
BIS380,,,,,,,,,00 55 12.6,-73 35 19,A,3.36,3.36,,8.26,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-380
BIS382,,,,,,,,,00 37 54.0,-72 35 54,A,1.56,1.56,,8.98,BGB+18,,,0.0,B18,[BGB2018] SMC-IR1-382
