cluster_Names,counts_be_stars,counts_all_stars,fraction_be_stars,Names,logAge,[M/H],amaj
BSDL2967                        ,0.0,45,0.0,BSDL2967                        ,,,0.5
BSDL297,0.0,56,0.0,BSDL297,,,0.65
"BSDL2970,LOGLE730               ",0.0,49,0.0,"BSDL2970,LOGLE730               ",,,1.2
BSDL2971                        ,0.0,70,0.0,BSDL2971                        ,,,0.8
"BSDL2972,LOGLE731               ",0.0,11,0.0,"BSDL2972,LOGLE731               ",,,0.55
BSDL2976                        ,0.0,26,0.0,BSDL2976                        ,,,0.9
"BSDL2978,LOGLE732               ",0.0,21,0.0,"BSDL2978,LOGLE732               ",,,0.45
BSDL298,0.0,47,0.0,BSDL298,,,0.45
BSDL2980                        ,0.0,248,0.0,BSDL2980                        ,,,0.55
"BSDL2982,LOGLE734               ",0.0,131,0.0,"BSDL2982,LOGLE734               ",,,0.6
BSDL2991                        ,0.0,11,0.0,BSDL2991                        ,,,1.1
"BSDL2993,LOGLE735               ",0.0,2,0.0,"BSDL2993,LOGLE735               ",,,0.5
BSDL2995                        ,0.0,99,0.0,BSDL2995                        ,,,0.5
BSDL2998                        ,0.0,147,0.0,BSDL2998                        ,,,0.65
BSDL3,0.0,12,0.0,BSDL3,,,0.55
"BSDL3000,LOGLE739               ",0.0,99,0.0,"BSDL3000,LOGLE739               ",,,1.0
"BSDL3001,LOGLE738               ",0.0,99,0.0,"BSDL3001,LOGLE738               ",,,0.8
BSDL3002                        ,0.0,132,0.0,BSDL3002                        ,,,0.35
"BSDL3003,LOGLE740               ",0.0,39,0.0,"BSDL3003,LOGLE740               ",,,0.45
BSDL3005                        ,0.0,90,0.0,BSDL3005                        ,,,0.65
BSDL3008                        ,0.0,294,0.0,BSDL3008                        ,,,0.45
BSDL301,0.0,72,0.0,BSDL301,,,0.3
BSDL3013                        ,0.0,90,0.0,BSDL3013                        ,,,0.45
"BSDL3015,LOGLE741               ",0.0,52,0.0,"BSDL3015,LOGLE741               ",,,0.7
"BSDL3017,LOGLE742               ",0.0,84,0.0,"BSDL3017,LOGLE742               ",,,1.1
BSDL3023                        ,0.0,48,0.0,BSDL3023                        ,,,0.55
BSDL3032                        ,0.0,28,0.0,BSDL3032                        ,,,0.7
BSDL3041                        ,0.0,121,0.0,BSDL3041                        ,,,0.9
BSDL3043                        ,0.0,76,0.0,BSDL3043                        ,,,0.8
BSDL3048                        ,0.0,144,0.0,BSDL3048                        ,,,0.5
BSDL3050                        ,0.0,34,0.0,BSDL3050                        ,,,0.7
BSDL3054                        ,0.0,90,0.0,BSDL3054                        ,,,0.4
"BSDL3055,GKK-180                ",0.0,38,0.0,"BSDL3055,GKK-180                ",,,0.95
BSDL3060                        ,0.0,6,0.0,BSDL3060                        ,,,0.8
BSDL3067                        ,0.0,73,0.0,BSDL3067                        ,,,0.6
BSDL3071                        ,0.0,77,0.0,BSDL3071                        ,,,0.45
BSDL3072                        ,0.0,22,0.0,BSDL3072                        ,,,0.8
BSDL3075                        ,0.0,52,0.0,BSDL3075                        ,,,0.55
BSDL309,0.0,48,0.0,BSDL309,,,0.5
BSDL3092                        ,0.0,77,0.0,BSDL3092                        ,,,0.35
BSDL310,1.0,96,0.010416666666666666,BSDL310,,,0.5
BSDL3103                        ,0.0,86,0.0,BSDL3103                        ,,,0.8
BSDL3109                        ,0.0,48,0.0,BSDL3109                        ,,,0.45
BSDL3114                        ,0.0,53,0.0,BSDL3114                        ,,,0.55
BSDL3118                        ,0.0,38,0.0,BSDL3118                        ,,,0.55
BSDL3123                        ,0.0,14,0.0,BSDL3123                        ,,,0.45
BSDL3125                        ,0.0,41,0.0,BSDL3125                        ,,,0.4
BSDL3138                        ,0.0,107,0.0,BSDL3138                        ,,,0.75
BSDL3142                        ,0.0,97,0.0,BSDL3142                        ,,,0.55
BSDL3145                        ,0.0,15,0.0,BSDL3145                        ,,,0.55
BSDL3147                        ,0.0,82,0.0,BSDL3147                        ,,,0.5
"BSDL3149,GKK-O130               ",0.0,94,0.0,"BSDL3149,GKK-O130               ",,,0.55
BSDL3152                        ,0.0,33,0.0,BSDL3152                        ,,,0.35
BSDL3158                        ,0.0,74,0.0,BSDL3158                        ,,,1.0
BSDL3159                        ,0.0,84,0.0,BSDL3159                        ,,,1.2
BSDL3164                        ,0.0,70,0.0,BSDL3164                        ,,,0.55
BSDL3165                        ,0.0,33,0.0,BSDL3165                        ,,,0.7
BSDL3181                        ,0.0,29,0.0,BSDL3181                        ,,,0.85
BSDL3188                        ,0.0,8,0.0,BSDL3188                        ,,,0.85
BSDL3189                        ,0.0,40,0.0,BSDL3189                        ,,,0.9
BSDL3190                        ,0.0,20,0.0,BSDL3190                        ,,,0.55
BSDL3192                        ,0.0,27,0.0,BSDL3192                        ,,,0.45
BSDL320,0.0,129,0.0,BSDL320,,,0.4
BSDL3200                        ,0.0,10,0.0,BSDL3200                        ,,,0.95
BSDL3207                        ,0.0,62,0.0,BSDL3207                        ,,,0.55
BSDL3213                        ,0.0,24,0.0,BSDL3213                        ,,,0.55
BSDL3218                        ,0.0,23,0.0,BSDL3218                        ,,,0.5
BSDL3219                        ,0.0,1,0.0,BSDL3219                        ,,,1.4
BSDL322,0.0,38,0.0,BSDL322,,,0.5
BSDL3221                        ,0.0,32,0.0,BSDL3221                        ,,,0.55
BSDL3222                        ,0.0,24,0.0,BSDL3222                        ,,,0.35
BSDL3225                        ,0.0,18,0.0,BSDL3225                        ,,,0.45
BSDL3227                        ,0.0,22,0.0,BSDL3227                        ,,,0.55
BSDL3231                        ,0.0,55,0.0,BSDL3231                        ,,,0.75
BSDL3233                        ,0.0,26,0.0,BSDL3233                        ,,,1.1
BSDL3241                        ,0.0,60,0.0,BSDL3241                        ,,,0.55
BSDL330,0.0,76,0.0,BSDL330,,,0.4
BSDL333,1.0,34,0.029411764705882353,BSDL333,,,0.35
BSDL341,0.0,217,0.0,BSDL341,,,0.6
BSDL346,0.0,127,0.0,BSDL346,,,0.45
BSDL348,0.0,124,0.0,BSDL348,,,0.45
BSDL349,1.0,195,0.005128205128205128,BSDL349,,,0.45
BSDL351,1.0,49,0.02040816326530612,BSDL351,,,0.45
BSDL354,0.0,37,0.0,BSDL354,,,0.5
BSDL358,0.0,36,0.0,BSDL358,,,0.45
BSDL365,1.0,62,0.016129032258064516,BSDL365,,,0.55
BSDL394,0.0,112,0.0,BSDL394,,,0.45
BSDL398,0.0,55,0.0,BSDL398,,,0.4
BSDL4,0.0,37,0.0,BSDL4,,,0.55
"BSDL403,LOGLE3                  ",0.0,205,0.0,"BSDL403,LOGLE3                  ",,,0.55
BSDL405                         ,0.0,85,0.0,BSDL405                         ,,,0.45
BSDL41,0.0,48,0.0,BSDL41,,,0.6
BSDL421                         ,1.0,61,0.01639344262295082,BSDL421                         ,,,0.95
BSDL424                         ,0.0,90,0.0,BSDL424                         ,,,0.45
BSDL428                         ,0.0,134,0.0,BSDL428                         ,,,0.35
"BSDL429,LOGLE11                 ",0.0,103,0.0,"BSDL429,LOGLE11                 ",,,0.9
BSDL430                         ,1.0,140,0.007142857142857143,BSDL430                         ,,,0.4
BSDL433                         ,0.0,183,0.0,BSDL433                         ,,,0.65
BSDL434                         ,0.0,139,0.0,BSDL434                         ,,,0.35
"BSDL438,LOGLE10                 ",0.0,67,0.0,"BSDL438,LOGLE10                 ",,,0.75
BSDL44,1.0,34,0.029411764705882353,BSDL44,,,0.85
"BSDL441,LOGLE19                 ",0.0,74,0.0,"BSDL441,LOGLE19                 ",,,0.8
"BSDL445,LOGLE24                 ",0.0,59,0.0,"BSDL445,LOGLE24                 ",,,1.0
"BSDL447,LOGLE17                 ",0.0,196,0.0,"BSDL447,LOGLE17                 ",,,0.8
"BSDL448,LOGLE27                 ",0.0,72,0.0,"BSDL448,LOGLE27                 ",,,0.4
BSDL456                         ,0.0,177,0.0,BSDL456                         ,,,0.55
BSDL458                         ,0.0,49,0.0,BSDL458                         ,,,0.6
"BSDL463,LOGLE30                 ",0.0,217,0.0,"BSDL463,LOGLE30                 ",,,0.65
BSDL466                         ,0.0,95,0.0,BSDL466                         ,,,0.55
BSDL470                         ,1.0,47,0.02127659574468085,BSDL470                         ,,,0.5
"BSDL471,LOGLE32                 ",0.0,293,0.0,"BSDL471,LOGLE32                 ",,,0.7
BSDL474                         ,0.0,68,0.0,BSDL474                         ,,,0.7
BSDL475                         ,0.0,78,0.0,BSDL475                         ,,,0.6
BSDL476                         ,0.0,46,0.0,BSDL476                         ,,,0.5
BSDL48,1.0,83,0.012048192771084338,BSDL48,,,0.5
BSDL480                         ,1.0,111,0.009009009009009009,BSDL480                         ,,,0.55
"BSDL481,LOGLE39                 ",1.0,162,0.006172839506172839,"BSDL481,LOGLE39                 ",,,0.8
"BSDL482,LOGLE36                 ",0.0,718,0.0,"BSDL482,LOGLE36                 ",,,1.7
"BSDL485,LOGLE45                 ",0.0,62,0.0,"BSDL485,LOGLE45                 ",,,0.5
BSDL486                         ,2.0,225,0.008888888888888889,BSDL486                         ,,,0.8
"BSDL488,LOGLE40                 ",0.0,75,0.0,"BSDL488,LOGLE40                 ",,,0.45
"BSDL489,LOGLE43                 ",0.0,72,0.0,"BSDL489,LOGLE43                 ",,,0.6
"BSDL492,LOGLE47                 ",0.0,347,0.0,"BSDL492,LOGLE47                 ",,,0.65
"BSDL494,LOGLE48                 ",0.0,61,0.0,"BSDL494,LOGLE48                 ",,,0.5
BSDL498                         ,1.0,109,0.009174311926605505,BSDL498                         ,,,0.6
BSDL500                         ,0.0,60,0.0,BSDL500                         ,,,0.45
BSDL503                         ,0.0,62,0.0,BSDL503                         ,,,0.55
BSDL504                         ,1.0,103,0.009708737864077669,BSDL504                         ,,,0.45
BSDL510                         ,0.0,26,0.0,BSDL510                         ,,,0.5
BSDL524                         ,0.0,41,0.0,BSDL524                         ,,,0.8
BSDL525                         ,0.0,92,0.0,BSDL525                         ,,,0.4
BSDL526                         ,0.0,56,0.0,BSDL526                         ,,,0.4
BSDL528                         ,0.0,187,0.0,BSDL528                         ,,,0.4
"BSDL529,LOGLE56                 ",0.0,340,0.0,"BSDL529,LOGLE56                 ",,,0.8
"BSDL532,LOGLE60                 ",1.0,23,0.043478260869565216,"BSDL532,LOGLE60                 ",,,0.7
BSDL541                         ,0.0,63,0.0,BSDL541                         ,,,0.35
BSDL542                         ,0.0,187,0.0,BSDL542                         ,,,0.45
BSDL547                         ,0.0,18,0.0,BSDL547                         ,,,0.9
BSDL551                         ,0.0,54,0.0,BSDL551                         ,,,0.7
"BSDL555,LOGLE64                 ",0.0,59,0.0,"BSDL555,LOGLE64                 ",,,0.65
"BSDL558,LOGLE76                 ",0.0,77,0.0,"BSDL558,LOGLE76                 ",,,0.65
"BSDL569,GKK-O75                 ",0.0,301,0.0,"BSDL569,GKK-O75                 ",,,1.7
BSDL58,0.0,62,0.0,BSDL58,,,0.45
"BSDL590,GKK-O152                ",2.0,241,0.008298755186721992,"BSDL590,GKK-O152                ",,,1.1
"BSDL594,LOGLE87                 ",0.0,127,0.0,"BSDL594,LOGLE87                 ",,,0.95
BSDL6,0.0,36,0.0,BSDL6,,,0.45
"BSDL601,LOGLE94                 ",0.0,127,0.0,"BSDL601,LOGLE94                 ",,,1.0
BSDL608                         ,1.0,127,0.007874015748031496,BSDL608                         ,,,0.45
"BSDL611,LOGLE86                 ",0.0,268,0.0,"BSDL611,LOGLE86                 ",,,0.6
BSDL621                         ,0.0,91,0.0,BSDL621                         ,,,0.5
BSDL626                         ,0.0,19,0.0,BSDL626                         ,,,0.4
BSDL628                         ,0.0,162,0.0,BSDL628                         ,,,0.55
BSDL629                         ,0.0,301,0.0,BSDL629                         ,,,0.3
"BSDL634,LOGLE103                ",0.0,86,0.0,"BSDL634,LOGLE103                ",,,0.85
BSDL637                         ,0.0,24,0.0,BSDL637                         ,,,0.35
"BSDL640,LOGLE108                ",0.0,237,0.0,"BSDL640,LOGLE108                ",,,0.65
"BSDL654,LOGLE123                ",0.0,88,0.0,"BSDL654,LOGLE123                ",,,0.45
BSDL655                         ,0.0,36,0.0,BSDL655                         ,,,0.6
BSDL658                         ,0.0,246,0.0,BSDL658                         ,,,0.4
"BSDL664,LOGLE124                ",1.0,6,0.16666666666666666,"BSDL664,LOGLE124                ",,,1.1
"BSDL665,LOGLE130                ",0.0,32,0.0,"BSDL665,LOGLE130                ",,,0.45
"BSDL671,LOGLE131                ",0.0,104,0.0,"BSDL671,LOGLE131                ",,,0.45
"BSDL675,LOGLE134                ",0.0,86,0.0,"BSDL675,LOGLE134                ",,,0.65
BSDL691                         ,0.0,171,0.0,BSDL691                         ,,,0.5
BSDL70,0.0,65,0.0,BSDL70,,,0.5
BSDL706                         ,0.0,244,0.0,BSDL706                         ,,,1.9
BSDL715                         ,0.0,72,0.0,BSDL715                         ,,,0.45
BSDL719                         ,0.0,85,0.0,BSDL719                         ,,,0.45
"BSDL725,LOGLE146                ",0.0,201,0.0,"BSDL725,LOGLE146                ",,,0.4
BSDL73,1.0,108,0.009259259259259259,BSDL73,,,0.65
"BSDL734,LOGLE149                ",0.0,118,0.0,"BSDL734,LOGLE149                ",,,0.55
BSDL749                         ,0.0,374,0.0,BSDL749                         ,,,0.45
BSDL761                         ,0.0,55,0.0,BSDL761                         ,,,0.7
BSDL764                         ,0.0,157,0.0,BSDL764                         ,,,0.5
BSDL77,0.0,49,0.0,BSDL77,,,0.65
BSDL771                         ,0.0,70,0.0,BSDL771                         ,,,0.45
BSDL777                         ,0.0,76,0.0,BSDL777                         ,,,0.5
"BSDL779,LOGLE182                ",0.0,118,0.0,"BSDL779,LOGLE182                ",,,0.5
"BSDL783,LOGLE186                ",0.0,95,0.0,"BSDL783,LOGLE186                ",,,0.55
"BSDL797,LOGLE196                ",0.0,105,0.0,"BSDL797,LOGLE196                ",,,0.7
"BSDL800,LOGLE189                ",1.0,335,0.0029850746268656717,"BSDL800,LOGLE189                ",,,1.0
BSDL81,0.0,21,0.0,BSDL81,,,0.45
BSDL816                         ,0.0,44,0.0,BSDL816                         ,,,0.5
BSDL818                         ,0.0,40,0.0,BSDL818                         ,,,0.4
"BSDL820,LOGLE204                ",0.0,43,0.0,"BSDL820,LOGLE204                ",,,0.55
BSDL824                         ,0.0,200,0.0,BSDL824                         ,,,0.4
BSDL834                         ,0.0,77,0.0,BSDL834                         ,,,0.45
BSDL842                         ,0.0,80,0.0,BSDL842                         ,,,0.4
"BSDL850,LOGLE217                ",0.0,65,0.0,"BSDL850,LOGLE217                ",,,0.6
"BSDL853,LOGLE210                ",0.0,75,0.0,"BSDL853,LOGLE210                ",,,0.8
"BSDL868,LOGLE216                ",0.0,305,0.0,"BSDL868,LOGLE216                ",,,0.6
BSDL87,1.0,108,0.009259259259259259,BSDL87,,,0.55
"BSDL880,LOGLE222                ",0.0,185,0.0,"BSDL880,LOGLE222                ",,,0.5
BSDL885                         ,0.0,205,0.0,BSDL885                         ,,,0.6
"BSDL887,LOGLE228                ",1.0,284,0.0035211267605633804,"BSDL887,LOGLE228                ",,,1.0
BSDL898                         ,0.0,79,0.0,BSDL898                         ,,,0.45
BSDL909                         ,0.0,56,0.0,BSDL909                         ,,,0.8
"BSDL910,LOGLE234                ",0.0,327,0.0,"BSDL910,LOGLE234                ",,,1.0
BSDL917                         ,0.0,14,0.0,BSDL917                         ,,,0.5
BSDL918                         ,0.0,77,0.0,BSDL918                         ,,,0.7
"BSDL919,LOGLE239                ",0.0,363,0.0,"BSDL919,LOGLE239                ",,,0.7
BSDL923                         ,1.0,100,0.01,BSDL923                         ,,,0.55
"BSDL925,LOGLE243                ",2.0,718,0.002785515320334262,"BSDL925,LOGLE243                ",,,1.5
BSDL931                         ,0.0,5,0.0,BSDL931                         ,,,0.7
BSDL934                         ,0.0,9,0.0,BSDL934                         ,,,0.55
BSDL94,0.0,114,0.0,BSDL94,,,0.45
"BSDL948,LOGLE249                ",0.0,169,0.0,"BSDL948,LOGLE249                ",,,0.5
BSDL949                         ,0.0,125,0.0,BSDL949                         ,,,0.45
"BSDL955,LOGLE250                ",0.0,167,0.0,"BSDL955,LOGLE250                ",,,0.9
BSDL96,0.0,50,0.0,BSDL96,,,0.9
"BSDL960,LOGLE252                ",0.0,276,0.0,"BSDL960,LOGLE252                ",,,0.6
BSDL965                         ,0.0,85,0.0,BSDL965                         ,,,0.6
BSDL975                         ,0.0,56,0.0,BSDL975                         ,,,0.65
BSDL987                         ,0.0,208,0.0,BSDL987                         ,,,0.5
BSDL99,2.0,119,0.01680672268907563,BSDL99,,,0.45
