ra,dec,OGLE-II,OGLE-III,OGLE-IV,Offset,RemOut
14.27383,-72.56161,SMC_SC7_259422,SMC105.5.18906,SMC719.09.29389,43,
14.32742,-72.55478,SMC_SC7_259428,SMC105.5.18855,SMC719.09.29402,6,
14.35542,-72.51858,SMC_SC7_263172,SMC105.5.18949,SMC719.09.30010,6,
14.19996,-72.47964,SMC_SC7_266679,SMC105.5.37316,SMC719.18.20,A,23.0
14.25912,-72.43197,SMC_SC7_266703,SMC108.8.26225,SMC719.18.378,4,
14.35087,-72.45072,SMC_SC7_266732,SMC108.8.26250,SMC719.18.348,6,
13.66325,-72.98811,SMC_SC7_27673,SMC105.8.249,SMC719.02.34857,20,
13.6405,-72.85411,SMC_SC7_39357,SMC105.7.2825,SMC719.02.46659,23,
13.73983,-73.24961,SMC_SC7_4206,SMC106.6.26510,SMC726.16.35802,11,
13.76887,-72.77703,SMC_SC7_42113,SMC105.7.34173,SMC719.10.20,A,8.0
13.65117,-72.78194,SMC_SC7_42145,SMC105.7.27165,SMC719.10.303,7,
13.66825,-72.81375,SMC_SC7_42175,SMC105.7.27290,SMC719.10.550,8,
13.65625,-72.78625,SMC_SC7_42362,SMC105.7.27283,SMC719.10.660,M,16.0
13.70883,-72.75789,SMC_SC7_47164,SMC105.7.34196,SMC719.10.355,6,
13.71533,-72.65303,SMC_SC7_57131,SMC105.6.33029,SMC719.10.33534,A,15.0
13.80283,-72.60728,SMC_SC7_57306,SMC105.6.33361,SMC719.10.35182,16,
13.67629,-72.6555,SMC_SC7_57825,SMC105.6.28717,SMC719.10.41436,A,0.0
13.72342,-72.59142,SMC_SC7_61675,SMC105.5.6633,SMC719.10.33416,M,8.0
13.66312,-72.48972,SMC_SC7_66185,SMC105.5.24153,SMC719.19.22,1,
13.66946,-72.50789,SMC_SC7_66202,SMC105.5.24179,SMC719.19.105,2,
13.68342,-72.46358,SMC_SC7_70821,SMC105.5.24182,SMC719.19.142,10,
13.73404,-72.44656,SMC_SC7_70829,SMC105.5.31239,SMC719.19.162,0,
13.69746,-72.46625,SMC_SC7_70944,SMC105.5.24357,SMC719.19.726,10,
13.70404,-72.42906,SMC_SC7_71429,SMC108.8.9092,SMC719.19.5641,17,
13.65971,-72.43172,SMC_SC7_73058,SMC108.8.10626,SMC719.19.10214,23,
13.85808,-73.31317,SMC_SC7_75157,SMC106.6.7247,SMC726.16.39,0,
13.95004,-73.30808,SMC_SC7_76172,SMC106.6.8710,16,,
13.92667,-73.29172,SMC_SC7_79046,SMC106.6.7249,SMC726.16.47,15,
13.9435,-73.29839,SMC_SC7_79080,SMC106.6.7348,A,4,
13.91396,-73.29678,SMC_SC7_79083,SMC106.6.7342,SMC726.16.532,A,15.0
13.89904,-73.29647,SMC_SC7_79085,SMC106.6.7338,SMC726.16.533,A,14.0
13.83821,-73.25258,SMC_SC7_79132,SMC106.6.34350,SMC726.16.35351,15,
13.80717,-73.21278,SMC_SC7_83006,SMC106.6.34205,SMC726.16.35192,A,4.0
13.79987,-73.22481,SMC_SC7_83103,SMC106.6.34517,SMC726.16.35921,A,10.0
13.90167,-73.21722,SMC_SC7_83345,SMC106.6.34655,SMC726.16.35969,A,1.0
13.61467,-73.23306,SMC_SC7_8701,SMC106.6.26443,SMC726.16.35873,6,
13.77608,-73.22986,SMC_SC7_8704,SMC106.6.34234,SMC726.16.35177,11,
13.96675,-73.13961,SMC_SC7_87232,SMC106.5.8257,SMC719.02.191,4,
13.83717,-73.13003,SMC_SC7_87239,SMC106.5.8220,SMC719.02.211,4,
13.74121,-73.19625,SMC_SC7_8740,SMC106.6.26369,SMC726.16.35500,9,
13.82442,-73.07647,SMC_SC7_91491,SMC106.5.36902,SMC719.02.111,1,
13.88071,-73.07758,SMC_SC7_91536,SMC106.5.36944,SMC719.02.301,A,19.0
13.97479,-73.08786,SMC_SC7_91944,SMC106.5.37441,SMC719.02.1750,A,3.0
13.94321,-73.05217,SMC_SC7_95923,SMC106.5.37059,SMC719.02.821,13,
14.59183,-72.40736,SMC_SC8_100982,SMC108.1.12,SMC719.17.133,1,
14.62621,-72.371,SMC_SC8_101010,SMC108.1.35893,SMC719.17.167,4,
14.59221,-72.36767,SMC_SC8_101011,SMC108.1.27982,SMC719.17.410,1,
14.65562,-72.36794,SMC_SC8_101129,SMC108.1.36037,SMC719.17.868,13,
14.66529,-72.33967,SMC_SC8_104158,SMC108.1.35896,SMC719.17.23347,2,
14.68567,-72.3585,SMC_SC8_104166,SMC108.1.35930,SMC719.17.23410,13,
14.72137,-72.33983,SMC_SC8_104174,SMC108.1.35940,SMC719.17.23424,8,
14.74033,-72.32606,SMC_SC8_105433,SMC108.1.38179,SMC719.17.30489,13,
14.65767,-72.27467,SMC_SC8_107308,SMC108.2.8096,SMC719.17.23722,14,
14.69612,-72.21706,SMC_SC8_110233,SMC108.2.37473,SMC719.17.23406,10,
14.60071,-72.21294,SMC_SC8_110249,SMC108.2.30388,7,,
14.69775,-72.21011,SMC_SC8_110278,SMC108.2.37507,6,,
14.4465,-72.90903,SMC_SC8_11502,SMC105.8.48114,SMC719.01.28902,9,
14.91433,-72.87819,SMC_SC8_125949,SMC105.2.5533,SMC726.23.28069,8,
14.74475,-72.87247,SMC_SC8_125952,SMC105.2.5464,SMC726.23.27723,8,
14.88692,-72.73297,SMC_SC8_132680,SMC105.3.5995,SMC719.08.676,5,
14.75825,-72.65306,SMC_SC8_139389,SMC105.3.28743,SMC719.08.27277,13,
14.872,-72.51769,SMC_SC8_145935,SMC105.4.5317,SMC719.08.27580,A,13.0
14.93367,-72.48414,SMC_SC8_145955,SMC105.4.24004,SMC719.17.204,5,
14.90837,-72.45956,SMC_SC8_149064,SMC105.4.24240,SMC719.17.568,21,
14.83767,-72.38806,SMC_SC8_151891,SMC108.1.7563,SMC719.17.49,5,
14.77079,-72.38119,SMC_SC8_151925,SMC108.1.35947,SMC719.17.381,5,
14.52062,-72.88286,SMC_SC8_15357,SMC105.2.232,SMC719.01.30497,A,18.0
14.81696,-72.35008,SMC_SC8_154751,SMC108.1.35914,SMC719.17.23339,1,
14.80167,-72.2715,SMC_SC8_157878,SMC108.2.8130,SMC719.17.23725,2,
14.74958,-72.29378,SMC_SC8_157900,SMC108.2.8270,SMC719.17.25071,M,14.0
14.89671,-72.27608,SMC_SC8_157919,SMC108.2.16273,SMC719.17.25236,21,
14.92804,-72.23933,SMC_SC8_160681,SMC108.2.16149,SMC719.17.23764,14,
14.80054,-72.20317,SMC_SC8_160719,SMC108.2.37550,M,3,
15.00992,-73.01783,SMC_SC8_166886,SMC105.1.10108,SMC726.23.327,11,
15.12067,-72.98847,SMC_SC8_170230,SMC105.1.10296,SMC726.22.2334,0,
15.00321,-72.92303,SMC_SC8_173541,SMC105.1.28748,SMC726.23.27707,1,
15.10462,-72.77561,SMC_SC8_183240,SMC105.2.32029,SMC726.30.119,M,7.0
15.11675,-72.614,SMC_SC8_189873,SMC105.3.33820,SMC726.30.25719,0,
15.09229,-72.51344,SMC_SC8_195781,SMC105.4.28712,SMC725.07.51,14,
15.0675,-72.49183,SMC_SC8_195816,SMC105.4.28744,SMC725.07.184,18,
14.96662,-72.42386,SMC_SC8_198594,SMC108.1.14965,SMC719.17.311,9,
15.11237,-72.38289,SMC_SC8_201497,SMC108.1.43818,SMC725.07.135,M,9.0
14.94362,-72.38056,SMC_SC8_201532,SMC108.1.43845,SMC719.17.378,10,
15.01087,-72.37067,SMC_SC8_201538,SMC108.1.43875,SMC719.17.397,17,
15.03821,-72.36647,SMC_SC8_201543,SMC108.1.43885,SMC725.07.22498,13,
15.01192,-72.36428,SMC_SC8_204475,SMC108.1.43803,SMC725.07.22504,A,10.0
15.01292,-72.32708,SMC_SC8_205129,SMC108.1.45126,SMC725.07.25492,13,
14.35992,-72.73311,SMC_SC8_22412,SMC105.6.20561,SMC719.09.259,15,
14.49008,-72.63564,SMC_SC8_30693,SMC105.3.23206,SMC719.09.30311,A,1.0
14.43825,-72.61447,SMC_SC8_30743,SMC105.6.45447,SMC719.09.29671,A,1.0
14.43858,-72.59228,SMC_SC8_34960,SMC105.6.45262,SMC719.09.29050,A,6.0
14.52517,-72.59569,SMC_SC8_34962,SMC105.3.22967,SMC719.09.29129,8,
14.40858,-72.54767,SMC_SC8_34990,SMC105.5.18881,SMC719.09.29409,A,18.0
14.4105,-72.51072,SMC_SC8_38823,SMC105.5.45010,SMC719.18.95,A,17.0
14.45879,-72.43981,SMC_SC8_42466,SMC108.1.23,SMC719.18.153,5,
14.5085,-72.43428,SMC_SC8_42506,SMC108.1.78,SMC719.18.371,8,
14.45437,-72.37925,SMC_SC8_46077,SMC108.1.27932,SMC719.18.197,8,
14.42204,-72.35236,SMC_SC8_49510,SMC108.1.27997,SMC719.18.27818,M,3.0
14.43975,-72.32669,SMC_SC8_49530,SMC108.1.28005,SMC719.18.27562,10,
14.40004,-72.32606,SMC_SC8_49531,SMC108.1.27992,SMC719.18.27563,5,
14.37262,-72.264,SMC_SC8_52826,SMC108.7.22432,SMC719.18.28118,2,
14.39842,-72.29856,SMC_SC8_52836,SMC108.2.73,SMC719.18.27607,5,
14.43458,-72.26961,SMC_SC8_52857,SMC108.2.21,SMC719.18.27442,6,
14.44662,-72.30097,SMC_SC8_52895,SMC108.2.197,SMC719.18.27978,1,
14.40508,-72.21917,SMC_SC8_56314,SMC108.2.30338,SMC719.18.27376,6,
14.37596,-72.22778,SMC_SC8_56364,SMC108.7.49924,SMC719.18.27744,13,
14.55483,-72.925,SMC_SC8_70126,SMC105.1.19869,SMC726.23.31483,1,
14.69337,-72.89192,SMC_SC8_72917,SMC105.2.158,SMC726.23.28037,M,9.0
14.55492,-72.77658,SMC_SC8_76132,SMC105.2.20945,SMC726.31.17,16,
14.62129,-72.794,SMC_SC8_76145,SMC105.2.21002,SMC719.08.183,8,
14.35462,-72.97817,SMC_SC8_7924,SMC105.8.21953,SMC719.01.29639,M,0.0
14.68671,-72.74322,SMC_SC8_79569,SMC105.2.21014,SMC719.08.262,7,
14.72675,-72.73119,SMC_SC8_79574,SMC105.3.5846,SMC719.08.102,A,24.0
14.63887,-72.65883,SMC_SC8_83088,SMC105.3.22960,SMC719.08.27231,3,
14.73108,-72.71692,SMC_SC8_83089,SMC105.3.5848,SMC719.08.114,4,
14.68837,-72.61442,SMC_SC8_87143,SMC105.3.22979,SMC719.08.27239,6,
14.71725,-72.64825,SMC_SC8_87148,SMC105.3.28769,SMC719.08.27390,A,22.0
14.66954,-72.65156,SMC_SC8_87233,SMC105.3.23150,SMC719.08.27631,17,
14.72154,-72.63106,SMC_SC8_87284,SMC105.3.28933,SMC719.08.27705,14,
14.60192,-72.62122,SMC_SC8_87305,SMC105.3.23116,SMC719.08.27731,9,
14.6055,-72.55803,SMC_SC8_91096,SMC105.4.303,SMC719.08.27929,16,
14.59742,-72.57172,SMC_SC8_91657,SMC105.4.1760,SMC719.08.42391,19,
14.73742,-72.55386,SMC_SC8_91849,SMC105.4.7460,8,,
15.12812,-72.78767,SMC_SC9_10146,SMC105.2.32145,SMC726.30.525,A,10.0
15.25254,-72.8275,SMC_SC9_10167,SMC105.2.16219,1,,
15.12029,-72.81925,SMC_SC9_10177,SMC105.2.11141,4,,
15.63638,-72.81658,SMC_SC9_102463,SMC110.7.17911,A,23,
15.57625,-72.81481,SMC_SC9_102465,SMC110.7.17873,10,,
15.66871,-72.79711,SMC_SC9_102494,SMC110.7.22314,SMC726.29.196,5,
15.54325,-72.73961,SMC_SC9_105383,SMC110.6.114,SMC726.30.316,A,3.0
15.47917,-72.69922,SMC_SC9_108368,SMC110.6.210,SMC726.30.794,22,
15.51071,-72.6195,SMC_SC9_111252,SMC110.6.17810,SMC726.30.25226,9,
15.64621,-72.61539,SMC_SC9_111368,SMC110.6.17939,SMC726.29.24949,8,
15.48237,-72.54336,SMC_SC9_114259,SMC110.5.6,SMC726.30.25187,0,
15.5645,-72.59922,SMC_SC9_114276,SMC110.6.17905,A,13,
15.63746,-72.59289,SMC_SC9_114660,SMC110.6.19497,SMC726.29.28237,0,
15.5575,-72.37028,SMC_SC9_122245,SMC113.8.28566,SMC725.06.20433,5,
15.50675,-72.41822,SMC_SC9_122264,SMC113.8.94,SMC725.06.287,13,
15.52408,-72.32242,SMC_SC9_124713,SMC113.8.28579,SMC725.06.20521,9,
15.48583,-72.25733,SMC_SC9_127095,SMC113.7.190,SMC725.06.20733,9,
15.66229,-72.24839,SMC_SC9_127101,SMC113.7.6206,SMC725.06.20747,5,
15.50788,-72.25336,SMC_SC9_127178,SMC113.7.220,SMC725.06.21254,6,
15.65104,-72.13506,SMC_SC9_132059,SMC113.6.5532,SMC725.14.613,16,
15.61375,-72.08728,SMC_SC9_134267,SMC113.6.5390,SMC725.14.365,6,
15.8555,-72.89761,SMC_SC9_138884,SMC110.8.19712,SMC726.21.23369,10,
15.84496,-72.90311,SMC_SC9_138901,SMC110.8.19726,SMC726.21.23364,7,
15.83625,-72.90961,SMC_SC9_139926,SMC110.8.22384,SMC726.21.29959,21,
15.86467,-72.85794,SMC_SC9_141484,SMC110.7.4769,SMC726.21.23703,A,11.0
15.73675,-72.73086,SMC_SC9_146977,SMC110.6.4756,SMC726.29.119,8,
15.78875,-72.76478,SMC_SC9_147000,SMC110.7.22409,SMC726.29.611,15,
15.79329,-72.70569,SMC_SC9_149702,SMC110.6.4770,SMC726.29.129,8,
15.85462,-72.65419,SMC_SC9_152642,SMC110.6.22478,SMC726.29.24537,A,0.0
15.86479,-72.61125,SMC_SC9_153397,SMC110.6.24087,SMC726.29.27911,29,
15.85908,-72.57181,SMC_SC9_155935,SMC110.5.4611,SMC726.29.24685,13,
15.74496,-72.50936,SMC_SC9_158619,SMC110.5.22010,SMC725.06.6,A,7.0
15.68333,-72.49853,SMC_SC9_158635,SMC110.5.22016,SMC725.06.69,22,
15.84938,-72.50297,SMC_SC9_158892,SMC110.5.22279,SMC725.06.960,A,1.0
15.78125,-72.32239,SMC_SC9_166020,SMC113.8.34328,SMC725.06.20649,5,
15.80854,-72.35058,SMC_SC9_166046,SMC113.8.34402,SMC725.06.20855,24,
15.79937,-72.29353,SMC_SC9_168344,SMC113.7.11945,SMC725.06.20547,10,
15.6935,-72.269,SMC_SC9_168422,SMC113.7.6330,SMC725.06.21104,14,
15.68704,-72.25603,SMC_SC9_168928,SMC113.7.6604,SMC725.06.22156,12,
15.78292,-72.2345,SMC_SC9_170785,SMC113.7.11933,SMC725.06.20585,3,
15.79354,-72.23847,SMC_SC9_170799,SMC113.7.11968,SMC725.06.20763,1,
15.75958,-72.14336,SMC_SC9_173111,SMC113.6.5378,SMC725.14.12,17,
15.79546,-72.14556,SMC_SC9_173154,SMC113.6.11368,SMC725.14.267,A,10.0
15.71646,-72.08722,SMC_SC9_175316,SMC113.6.5376,SMC725.14.35,A,7.0
15.80575,-72.09917,SMC_SC9_175322,SMC113.6.11292,SMC725.14.26,4,
15.76133,-72.08103,SMC_SC9_175326,SMC113.6.27864,SMC725.14.41,A,4.0
15.85958,-72.09839,SMC_SC9_175381,SMC113.6.11328,SMC725.14.346,M,26.0
15.14583,-72.54392,SMC_SC9_24359,SMC105.4.10051,SMC726.30.25509,A,0.0
15.24458,-72.51386,SMC_SC9_27232,SMC105.4.33283,SMC725.07.1,3,
15.17467,-72.50794,SMC_SC9_27241,SMC105.4.28720,SMC725.07.3,M,7.0
15.18304,-72.43467,SMC_SC9_30266,SMC108.1.21479,SMC725.07.100,M,28.0
15.113,-72.44931,SMC_SC9_30529,SMC105.4.28978,SMC725.07.1376,A,19.0
15.23317,-72.38925,SMC_SC9_32977,SMC108.1.21496,SMC725.07.324,7,
15.26071,-72.36881,SMC_SC9_33081,SMC108.1.51936,SMC725.07.22771,M,13.0
15.25933,-72.94958,SMC_SC9_3392,SMC105.1.33477,SMC726.22.26403,20,
15.26883,-72.33983,SMC_SC9_35996,SMC108.1.51783,SMC725.07.22397,9,
15.26567,-72.26233,SMC_SC9_38952,SMC108.2.23449,SMC725.07.22460,4,
15.23663,-72.27642,SMC_SC9_38970,SMC108.2.23480,SMC725.07.22451,6,
15.24187,-72.20458,SMC_SC9_41764,SMC108.2.53333,M,4,
15.18067,-72.13183,SMC_SC9_45966,SMC108.3.23083,SMC725.15.5609,0,
15.18037,-72.12847,SMC_SC9_47446,SMC108.3.21580,SMC725.15.235,5,
15.31187,-72.79886,SMC_SC9_58838,SMC105.2.37432,SMC726.30.102,3,
15.28387,-72.75258,SMC_SC9_61658,SMC105.2.37456,SMC726.30.295,10,
15.35112,-72.76211,SMC_SC9_61700,SMC105.2.37537,SMC726.30.608,7,
15.28667,-72.66928,SMC_SC9_64590,SMC105.3.17256,SMC726.30.901,19,
15.32558,-72.64139,SMC_SC9_67614,SMC105.3.38493,SMC726.30.25208,8,
15.32846,-72.60906,SMC_SC9_67629,SMC105.3.38495,SMC726.30.25238,9,
15.35812,-72.56789,SMC_SC9_70334,SMC105.4.14418,SMC726.30.25277,12,
15.43517,-72.56475,SMC_SC9_70390,SMC105.4.14426,SMC726.30.25469,6,
