ra,dec,OGLE-II,OGLE-III,OGLE-IV,Offset,RemOut
76.42362,-69.26511,LMC_SC12_100250,LMC119.7.93077,LMC510.04.1335,14,
76.53421,-69.16811,LMC_SC12_104452,LMC119.3.55424,LMC510.04.370,4,
76.54992,-69.18361,LMC_SC12_104480,LMC119.3.31,LMC510.04.344,3,
76.5205,-69.22189,LMC_SC12_104499,LMC119.3.215,LMC510.04.706,A,17.0
76.71938,-70.07894,LMC_SC12_109002,LMC120.1.7656,LMC509.11.47,A,18.0
76.63971,-70.05889,LMC_SC12_109035,LMC120.1.40084,LMC509.11.28998,1,
76.69629,-70.05519,LMC_SC12_109040,LMC120.1.40097,LMC509.11.29000,A,11.0
76.57067,-70.06131,LMC_SC12_109191,LMC120.1.32192,LMC509.11.29366,11,
76.71833,-70.02364,LMC_SC12_111444,LMC120.1.40102,LMC509.11.29015,8,
76.66712,-70.03283,LMC_SC12_111459,LMC120.1.40130,LMC509.11.29011,A,3.0
76.59396,-70.01314,LMC_SC12_111466,LMC120.1.32025,LMC509.11.29028,A,7.0
76.71192,-70.01467,LMC_SC12_111511,LMC120.1.40140,LMC509.11.29182,11,
76.69433,-69.89625,LMC_SC12_116678,LMC120.2.46957,LMC509.20.227,4,
76.66712,-69.39178,LMC_SC12_144330,LMC119.2.375,LMC509.28.44456,8,
76.57167,-69.20275,LMC_SC12_156454,LMC119.3.37,LMC510.04.313,A,11.0
76.66183,-69.18606,LMC_SC12_156465,LMC119.3.60,LMC510.04.339,A,0.0
76.81838,-70.06742,LMC_SC12_160841,LMC120.1.40174,LMC509.11.29101,8,
76.81213,-70.00072,LMC_SC12_163282,LMC120.1.40172,LMC509.11.29202,2,
76.85888,-69.99506,LMC_SC12_163287,LMC120.1.48583,LMC509.11.29045,8,
76.81712,-70.03269,LMC_SC12_163306,LMC120.1.40173,LMC509.11.29150,12,
76.78712,-70.01686,LMC_SC12_163324,LMC120.1.40287,LMC509.11.29179,12,
76.74063,-69.93878,LMC_SC12_166109,LMC120.2.8622,LMC509.11.29301,A,8.0
76.77363,-69.92306,LMC_SC12_168898,LMC120.2.8574,LMC509.11.29097,4,
76.89687,-69.86883,LMC_SC12_171365,LMC120.2.56455,LMC509.20.269,6,
76.78208,-69.74383,LMC_SC12_176838,LMC120.3.53360,LMC509.20.33248,11,
76.89979,-69.58411,LMC_SC12_183430,LMC120.4.70405,LMC509.28.604,M,10.0
76.82546,-69.28939,LMC_SC12_202465,LMC119.2.64259,LMC510.03.2741,M,10.0
76.79071,-69.25419,LMC_SC12_206467,LMC119.2.63451,LMC510.03.520,A,3.0
76.87883,-69.25117,LMC_SC12_206472,LMC119.2.63492,LMC510.03.525,8,
76.83121,-69.21244,LMC_SC12_210572,LMC119.3.13669,LMC510.03.85,12,
76.89008,-69.2045,LMC_SC12_210616,LMC119.3.13687,LMC510.03.280,23,
76.85242,-69.20619,LMC_SC12_210675,LMC119.3.13779,LMC510.03.671,M,7.0
76.79204,-69.18158,LMC_SC12_210708,LMC119.3.13910,LMC510.03.1842,6,
76.25983,-70.03844,LMC_SC12_2577,LMC120.8.54558,LMC509.12.31025,A,5.0
76.29954,-69.54025,LMC_SC12_25867,LMC119.8.20625,LMC509.29.335,M,15.0
76.24913,-69.50828,LMC_SC12_29382,LMC119.8.20528,LMC509.29.138,A,2.0
76.33371,-69.26217,LMC_SC12_47020,LMC119.7.92831,LMC510.04.536,0,
76.36246,-70.08325,LMC_SC12_5,LMC120.8.22746,LMC509.12.182,6,
76.32421,-69.20872,LMC_SC12_51548,LMC119.6.40406,LMC510.04.99,M,17.0
76.27442,-69.17911,LMC_SC12_51606,LMC119.6.26018,LMC510.04.349,3,
76.33938,-69.19414,LMC_SC12_51675,LMC119.6.40466,LMC510.04.813,M,25.0
76.34042,-69.97511,LMC_SC12_5204,LMC120.7.25545,LMC509.12.29717,A,0.0
76.53579,-70.01161,LMC_SC12_58599,LMC120.1.32017,LMC509.11.29187,4,
76.45442,-69.96475,LMC_SC12_61153,LMC120.2.2,LMC509.12.29637,A,3.0
76.49242,-69.89594,LMC_SC12_63675,LMC120.2.38070,LMC509.21.219,5,
76.54433,-69.78856,LMC_SC12_68663,LMC120.3.39,LMC509.20.159,11,
76.52087,-69.62778,LMC_SC12_77616,LMC120.4.46,LMC509.20.33183,2,
76.44292,-69.58619,LMC_SC12_77634,LMC120.4.46252,LMC509.29.70,14,
76.52296,-69.36628,LMC_SC12_91782,LMC119.2.197,LMC509.28.45211,A,6.0
76.43025,-68.72864,LMC_SC13_102420,LMC118.7.77557,LMC510.12.56067,M,11.0
76.44717,-68.78381,LMC_SC13_102530,LMC118.7.34975,LMC510.12.57121,14,
76.31246,-69.06639,LMC_SC13_10508,LMC119.5.40669,LMC510.04.58043,0,
76.33983,-69.07319,LMC_SC13_10549,LMC119.5.40805,LMC510.04.59024,M,12.0
76.41254,-68.72222,LMC_SC13_106982,LMC118.7.77553,LMC510.12.55885,0,
76.50138,-68.67289,LMC_SC13_107000,LMC118.7.77578,LMC510.21.59,5,
76.50246,-68.71433,LMC_SC13_107010,LMC118.7.77643,LMC510.12.56544,M,21.0
76.34567,-69.07444,LMC_SC13_11009,LMC119.5.41236,LMC510.04.62520,M,8.0
76.4865,-68.64489,LMC_SC13_111948,LMC118.6.29147,LMC510.21.20,A,8.0
76.43242,-68.65472,LMC_SC13_111954,LMC118.6.29132,LMC510.21.74,4,
76.47542,-68.62853,LMC_SC13_112026,LMC118.6.29249,LMC510.21.224,M,16.0
76.399,-68.62208,LMC_SC13_112032,LMC118.6.29172,LMC510.21.229,2,
76.42562,-68.60908,LMC_SC13_112039,LMC118.6.29231,LMC510.21.601,24,
76.53092,-68.60839,LMC_SC13_112040,LMC118.6.29273,LMC510.21.605,10,
76.51192,-68.47189,LMC_SC13_125181,LMC118.5.23132,LMC510.21.50939,3,
76.40617,-68.39861,LMC_SC13_128509,LMC118.5.52993,LMC510.21.50869,4,
76.46333,-68.40497,LMC_SC13_128540,LMC118.5.53054,LMC510.21.51334,A,12.0
76.55288,-68.39917,LMC_SC13_128545,LMC118.5.53018,LMC510.21.51019,14,
76.532,-68.41481,LMC_SC13_128717,LMC118.5.53191,LMC510.21.52085,10,
76.45117,-68.39036,LMC_SC13_128806,LMC118.5.53408,LMC510.21.55313,4,
76.40312,-68.31861,LMC_SC13_132077,LMC117.8.17557,LMC510.29.735,A,15.0
76.629,-69.15839,LMC_SC13_137639,LMC119.3.55411,LMC510.04.57378,0,
76.7195,-69.14639,LMC_SC13_137675,LMC119.3.55470,LMC510.03.53673,6,
76.69467,-69.18994,LMC_SC13_137698,LMC119.3.441,LMC510.04.2000,M,4.0
76.55804,-69.11825,LMC_SC13_142637,LMC119.3.55434,LMC510.04.57396,11,
76.58554,-68.96725,LMC_SC13_151863,LMC119.4.53509,LMC510.12.52,6,
76.64225,-69.01467,LMC_SC13_151870,LMC119.4.53628,LMC510.04.57681,2,
76.69017,-68.96333,LMC_SC13_151904,LMC119.4.53656,LMC510.12.182,1,
76.32867,-68.96731,LMC_SC13_15286,LMC119.5.92929,LMC510.12.175,A,11.0
76.25883,-68.97956,LMC_SC13_15330,LMC119.5.79878,LMC510.13.461,2,
76.31538,-68.98489,LMC_SC13_15426,LMC119.5.93095,LMC510.12.936,M,11.0
76.56537,-68.95081,LMC_SC13_156224,LMC118.8.38559,LMC510.12.510,M,7.0
76.56438,-68.85631,LMC_SC13_160687,LMC118.8.85767,LMC510.12.336,5,
76.65125,-68.85886,LMC_SC13_160973,LMC118.1.47579,LMC510.12.1994,0,
76.6315,-68.75369,LMC_SC13_169422,LMC118.2.5,LMC510.12.55794,A,0.0
76.65354,-68.70514,LMC_SC13_173866,LMC118.2.56865,LMC510.12.57753,A,11.0
76.63829,-68.69625,LMC_SC13_173892,LMC118.2.56845,LMC510.12.57823,A,1.0
76.58421,-68.62817,LMC_SC13_178887,LMC118.6.29293,LMC510.21.524,4,
76.70125,-68.62303,LMC_SC13_178889,LMC118.3.65,LMC510.20.240,1,
76.60837,-68.60786,LMC_SC13_178905,LMC118.3.97,LMC510.21.608,9,
76.59133,-68.66433,LMC_SC13_179047,LMC118.7.78809,LMC510.21.1028,15,
76.562,-68.658,LMC_SC13_179074,LMC118.6.30445,LMC510.21.3044,A,10.0
76.65683,-68.61347,LMC_SC13_179333,LMC118.3.119,LMC510.21.586,A,4.0
76.58554,-68.59603,LMC_SC13_183867,LMC118.6.29295,LMC510.21.638,A,12.0
76.71946,-68.57703,LMC_SC13_183876,LMC118.3.47203,LMC510.20.299,3,
76.59362,-68.52594,LMC_SC13_188008,LMC118.6.67171,LMC510.21.51450,10,
76.58733,-68.49603,LMC_SC13_188035,LMC118.5.23216,LMC510.21.51121,32,
76.66892,-68.44697,LMC_SC13_191214,LMC118.4.42,LMC510.21.50957,2,
76.61392,-68.47142,LMC_SC13_191247,LMC118.4.68,LMC510.21.51179,A,6.0
76.61771,-68.42672,LMC_SC13_194114,LMC118.4.36666,LMC510.21.50988,10,
76.60837,-68.39658,LMC_SC13_194153,LMC118.4.36663,LMC510.21.51023,M,9.0
76.60796,-68.3245,LMC_SC13_197469,LMC117.8.26499,LMC510.29.10,A,18.0
76.60842,-68.32247,LMC_SC13_197470,LMC117.8.26507,LMC510.29.35,14,
76.7165,-68.32261,LMC_SC13_197482,LMC117.8.26512,LMC510.28.49,20,
76.63125,-68.36228,LMC_SC13_197498,LMC117.8.26587,LMC510.29.219,0,
76.64175,-68.36583,LMC_SC13_197530,LMC117.8.26758,LMC510.29.215,A,8.0
76.87158,-69.14869,LMC_SC13_203509,LMC119.3.68988,LMC510.03.53565,13,
76.79788,-69.18047,LMC_SC13_203528,LMC119.3.13661,LMC510.03.758,8,
76.83858,-69.17508,LMC_SC13_203607,LMC119.3.13770,LMC510.03.782,A,5.0
76.85808,-69.09856,LMC_SC13_209165,LMC119.3.69076,LMC510.03.54143,M,10.0
76.80158,-69.12319,LMC_SC13_209221,LMC119.3.69250,LMC510.03.54818,9,
76.83029,-69.08839,LMC_SC13_209293,LMC119.4.14211,LMC510.03.54183,M,3.0
76.83229,-69.12736,LMC_SC13_209371,LMC119.3.69304,LMC510.03.54784,0,
76.76771,-69.11558,LMC_SC13_209441,LMC119.3.69703,LMC510.03.57326,M,0.0
76.74796,-69.07244,LMC_SC13_214215,LMC119.4.14114,LMC510.03.54254,M,5.0
76.82071,-69.03342,LMC_SC13_214515,LMC119.4.14199,LMC510.03.55496,M,7.0
76.78929,-68.97803,LMC_SC13_218700,LMC119.4.66342,LMC510.11.140,A,0.0
76.86617,-69.016,LMC_SC13_218705,LMC119.4.66461,LMC510.03.53863,0,
76.79308,-68.97394,LMC_SC13_218738,LMC119.4.66344,LMC510.11.145,5,
76.83104,-68.9605,LMC_SC13_218753,LMC119.4.66355,LMC510.11.161,4,
76.79333,-68.97267,LMC_SC13_218754,LMC119.4.66419,LMC510.11.148,A,13.0
76.83146,-68.98625,LMC_SC13_218812,LMC119.4.66446,LMC510.11.367,8,
76.83688,-68.97661,LMC_SC13_218835,LMC119.4.66447,LMC510.11.416,18,
76.79129,-68.97486,LMC_SC13_218842,LMC119.4.66596,LMC510.11.427,A,43.0
76.85363,-68.97281,LMC_SC13_218853,LMC119.4.66454,LMC510.11.439,A,13.0
76.80038,-68.93583,LMC_SC13_223974,LMC118.1.400,LMC510.11.589,9,
76.76554,-68.89286,LMC_SC13_228884,LMC118.1.348,LMC510.11.1723,A,10.0
76.74433,-68.81583,LMC_SC13_233377,LMC118.1.47358,LMC510.11.55323,M,18.0
76.75121,-68.82331,LMC_SC13_233419,LMC118.1.47493,LMC510.11.55752,3,
76.84233,-68.79975,LMC_SC13_233437,LMC118.2.13220,LMC510.11.55526,2,
76.76862,-68.79997,LMC_SC13_234486,LMC118.2.2463,9,,
76.83117,-68.75414,LMC_SC13_238078,LMC118.2.13159,LMC510.11.55419,A,1.0
76.76817,-68.70708,LMC_SC13_242802,LMC118.2.57036,LMC510.11.56115,12,
76.82008,-68.65192,LMC_SC13_247796,LMC118.3.12875,LMC510.20.204,A,2.0
76.85317,-68.56756,LMC_SC13_253351,LMC118.3.58046,LMC510.20.1822,4,
76.82275,-68.52956,LMC_SC13_257353,LMC118.3.57425,LMC510.20.50783,A,15.0
76.83396,-68.50408,LMC_SC13_257395,LMC118.3.57488,LMC510.20.51051,M,6.0
76.76904,-68.52167,LMC_SC13_257447,LMC118.3.47447,LMC510.20.51008,8,
76.28033,-68.84833,LMC_SC13_25752,LMC118.8.73746,LMC510.12.133,M,6.0
76.34396,-68.86669,LMC_SC13_26077,LMC118.8.74052,LMC510.12.1932,A,30.0
76.75833,-68.48808,LMC_SC13_261089,LMC118.4.280,LMC510.20.51097,25,
76.81125,-68.47733,LMC_SC13_261476,LMC118.4.10602,LMC510.20.57192,A,0.0
76.86642,-68.39761,LMC_SC13_264415,LMC118.4.46032,LMC510.20.51286,A,6.0
76.80221,-68.36583,LMC_SC13_267598,LMC117.1.224,LMC510.28.258,7,
76.80246,-68.30044,LMC_SC13_270418,LMC117.1.49,LMC510.28.171,2,
76.82004,-68.29467,LMC_SC13_270423,LMC117.1.54,LMC510.28.180,14,
76.29792,-68.78664,LMC_SC13_30576,LMC118.7.21844,LMC510.12.55994,1,
76.368,-68.81031,LMC_SC13_30646,LMC118.8.74084,LMC510.12.56924,1,
76.35817,-68.74892,LMC_SC13_35118,LMC118.7.21732,LMC510.12.55870,A,24.0
76.27179,-68.74236,LMC_SC13_35176,LMC118.7.21768,LMC510.12.56051,1,
76.34696,-68.72719,LMC_SC13_35195,LMC118.7.66117,LMC510.12.56071,2,
76.27946,-68.72097,LMC_SC13_40237,LMC118.7.66029,LMC510.12.56077,3,
76.26004,-68.50914,LMC_SC13_53724,LMC118.6.57486,LMC510.22.38186,0,
76.34908,-69.11453,LMC_SC13_5442,LMC119.6.91468,LMC510.04.57867,A,2.0
76.3135,-69.10636,LMC_SC13_5459,LMC119.6.91310,LMC510.04.57895,M,10.0
76.32,-68.48319,LMC_SC13_57079,LMC118.5.14957,LMC510.21.50817,A,19.0
76.38404,-68.43097,LMC_SC13_57192,LMC118.5.15209,LMC510.21.51968,A,0.0
76.30471,-68.26575,LMC_SC13_66147,LMC117.8.44855,LMC510.29.982,2,
76.46025,-69.14953,LMC_SC13_69080,LMC119.6.91388,LMC510.04.57735,4,
76.39546,-69.12478,LMC_SC13_74173,LMC119.6.91281,LMC510.04.57391,6,
76.48908,-69.13436,LMC_SC13_74241,LMC119.6.91395,LMC510.04.57791,A,9.0
76.47942,-69.1255,LMC_SC13_74264,LMC119.6.91390,LMC510.04.57828,A,10.0
76.39367,-69.08522,LMC_SC13_74340,LMC119.5.40872,LMC510.04.57961,17,
76.45458,-69.05211,LMC_SC13_79156,LMC119.5.40616,LMC510.04.57434,5,
76.427,-69.04214,LMC_SC13_79285,LMC119.5.40924,LMC510.04.59284,4,
76.47542,-68.98094,LMC_SC13_83900,LMC119.5.93055,LMC510.12.398,A,10.0
76.5,-68.91733,LMC_SC13_88370,LMC118.8.38447,LMC510.12.244,0,
76.48525,-68.79978,LMC_SC13_97919,LMC118.7.34791,LMC510.12.55969,18,
75.89542,-68.989,LMC_SC14_100798,LMC119.5.65993,LMC510.13.71,A,0.0
75.79225,-68.97256,LMC_SC14_100812,LMC119.5.54231,LMC510.14.51,A,19.0
75.88662,-68.98475,LMC_SC14_100833,LMC119.5.54279,LMC510.13.434,0,
75.93733,-68.96803,LMC_SC14_100852,LMC119.5.66108,LMC510.13.507,3,
75.85808,-69.01708,LMC_SC14_100868,LMC119.5.54590,LMC510.05.58244,A,14.0
75.81062,-68.96489,LMC_SC14_100973,LMC119.5.54369,LMC510.14.934,0,
75.91638,-68.91006,LMC_SC14_105350,LMC118.8.134,LMC510.13.715,5,
75.88521,-68.94978,LMC_SC14_105487,LMC118.8.288,LMC510.13.1312,0,
75.80042,-68.88358,LMC_SC14_109694,LMC118.8.51237,LMC510.14.255,2,
75.878,-68.87858,LMC_SC14_109703,LMC118.8.51250,LMC510.13.351,4,
75.86592,-68.85622,LMC_SC14_109720,LMC118.8.51315,LMC510.13.870,A,8.0
75.82608,-68.81306,LMC_SC14_113886,LMC118.8.51300,LMC510.14.48239,A,0.0
75.83871,-68.79353,LMC_SC14_113976,LMC118.7.209,1,,
75.66533,-69.34708,LMC_SC14_11525,LMC127.2.28168,LMC509.30.34219,A,0.0
75.90638,-68.71714,LMC_SC14_120978,LMC118.7.47267,LMC510.13.54469,M,3.0
75.857,-68.70011,LMC_SC14_121050,LMC118.7.47415,LMC510.13.55889,2,
75.84542,-68.71731,LMC_SC14_121976,LMC118.7.48459,LMC510.13.63283,0,
75.80108,-68.62019,LMC_SC14_124055,LMC118.6.63,LMC510.23.365,A,0.0
75.9545,-69.39056,LMC_SC14_134702,LMC119.7.12746,LMC509.30.34988,29,
76.02692,-69.33719,LMC_SC14_139513,LMC119.7.12830,LMC509.30.37531,M,12.0
76.01533,-69.29739,LMC_SC14_143944,LMC119.7.66614,LMC510.05.414,0,
76.08604,-69.16447,LMC_SC14_152841,LMC119.6.66150,LMC510.05.839,11,
76.08038,-69.13653,LMC_SC14_156633,LMC119.6.66062,LMC510.05.56269,0,
76.07821,-69.1195,LMC_SC14_156636,LMC119.6.66059,LMC510.05.56147,1,
75.99658,-69.11928,LMC_SC14_156637,LMC119.6.66000,LMC510.05.56148,A,8.0
75.98438,-69.12231,LMC_SC14_156668,LMC119.6.66033,LMC510.05.56289,9,
76.10279,-69.12528,LMC_SC14_156722,LMC119.6.78393,LMC510.05.56557,4,
75.76425,-69.29442,LMC_SC14_15842,LMC119.7.54653,LMC510.06.145,0,
75.70246,-69.30531,LMC_SC14_15919,LMC119.7.54786,LMC509.30.35455,A,2.0
76.09754,-69.01994,LMC_SC14_165082,LMC119.5.79730,LMC510.05.56214,M,0.0
75.95933,-68.97839,LMC_SC14_165124,LMC119.5.66004,LMC510.13.81,A,9.0
76.01413,-69.01669,LMC_SC14_165132,LMC119.5.66148,LMC510.05.56931,A,7.0
75.97288,-68.97519,LMC_SC14_165167,LMC119.5.66126,LMC510.13.471,14,
76.02454,-69.01889,LMC_SC14_165706,LMC119.5.67134,LMC510.05.62723,0,
75.96487,-68.95683,LMC_SC14_170011,LMC118.8.27,LMC510.13.98,1,
76.09279,-68.926,LMC_SC14_170084,LMC118.8.12406,LMC510.13.657,A,0.0
76.11346,-68.89956,LMC_SC14_174833,LMC118.8.12635,LMC510.13.1751,13,
76.03379,-68.83242,LMC_SC14_178650,LMC118.8.62532,LMC510.13.54313,A,0.0
76.01938,-68.82814,LMC_SC14_178705,LMC118.8.62707,LMC510.13.55002,M,15.0
76.08279,-68.80322,LMC_SC14_178740,LMC118.7.10544,LMC510.13.54593,1,
76.09533,-68.79628,LMC_SC14_178752,LMC118.7.10398,LMC510.13.54614,1,
75.99321,-68.75378,LMC_SC14_182555,LMC118.7.10458,LMC510.13.54753,13,
76.09183,-68.72931,LMC_SC14_182587,LMC118.7.56404,LMC510.13.55705,16,
76.05312,-68.67536,LMC_SC14_186134,LMC118.7.56244,LMC510.22.92,1,
76.0615,-68.65444,LMC_SC14_189359,LMC118.6.8954,LMC510.22.317,M,7.0
76.11792,-68.655,LMC_SC14_189804,LMC118.6.9676,LMC510.22.2136,20,
75.75488,-69.20986,LMC_SC14_19963,LMC119.6.46,LMC510.06.267,0,
76.17542,-69.34458,LMC_SC14_206484,LMC119.7.27236,LMC509.29.41596,A,19.0
76.22425,-69.34547,LMC_SC14_207111,LMC119.7.29593,LMC509.29.48933,A,43.0
76.13817,-69.27503,LMC_SC14_211254,LMC119.7.79185,LMC510.05.56,1,
76.21675,-69.28122,LMC_SC14_211384,LMC119.7.79515,LMC510.05.479,A,13.0
76.24962,-69.27075,LMC_SC14_211723,LMC119.7.79568,LMC510.05.1218,3,
76.24458,-69.16858,LMC_SC14_220911,LMC119.6.78675,LMC510.05.833,A,17.0
76.12083,-69.15744,LMC_SC14_220934,LMC119.6.78401,LMC510.05.56459,0,
76.16308,-69.09494,LMC_SC14_225491,LMC119.5.27058,LMC510.05.56335,A,16.0
76.14888,-69.08136,LMC_SC14_225493,LMC119.5.27054,LMC510.05.56167,5,
76.25262,-69.11797,LMC_SC14_225509,LMC119.6.78464,LMC510.05.56585,4,
76.22667,-69.067,LMC_SC14_229850,LMC119.5.27029,LMC510.05.56097,4,
76.16683,-69.02819,LMC_SC14_229860,LMC119.5.27020,LMC510.05.56207,A,9.0
76.24525,-69.03233,LMC_SC14_229882,LMC119.5.27068,LMC510.05.56410,A,2.0
76.21492,-69.06483,LMC_SC14_229896,LMC119.5.27139,LMC510.05.56759,A,13.0
76.24412,-69.04083,LMC_SC14_229916,LMC119.5.27152,LMC510.05.56837,2,
76.22933,-69.07042,LMC_SC14_229950,LMC119.5.27366,LMC510.05.56741,2,
76.16833,-69.02506,LMC_SC14_230044,LMC119.5.27112,LMC510.05.56894,7,
76.15571,-69.06564,LMC_SC14_230121,LMC119.5.27269,LMC510.05.57786,10,
76.16712,-69.01997,LMC_SC14_234495,LMC119.5.79816,LMC510.05.56427,A,13.0
76.1695,-68.96956,LMC_SC14_234674,LMC119.5.79818,LMC510.13.502,A,8.0
76.16804,-68.95069,LMC_SC14_239340,LMC118.8.12290,LMC510.13.22,A,1.0
75.72179,-69.16369,LMC_SC14_24328,LMC119.6.54227,LMC510.06.774,A,3.0
76.18138,-68.88161,LMC_SC14_244269,LMC118.8.62568,LMC510.13.151,8,
76.15271,-68.89314,LMC_SC14_244357,LMC118.8.12681,LMC510.13.1819,6,
76.22804,-68.82644,LMC_SC14_248642,LMC118.8.73790,LMC510.13.54534,M,13.0
76.15071,-68.81328,LMC_SC14_248658,LMC118.8.62558,LMC510.13.54346,A,17.0
76.17875,-68.76569,LMC_SC14_252851,LMC118.7.10446,LMC510.13.54717,A,11.0
76.14979,-68.73481,LMC_SC14_252906,LMC118.7.10619,LMC510.13.55672,A,14.0
75.76538,-69.10411,LMC_SC14_28695,LMC119.6.54145,LMC510.06.51052,A,10.0
75.68296,-69.11197,LMC_SC14_28743,LMC119.6.54159,LMC510.06.51265,M,14.0
75.78429,-69.104,LMC_SC14_28749,LMC119.6.54253,LMC510.06.51274,12,
75.71146,-69.13289,LMC_SC14_28777,LMC119.6.54222,LMC510.06.51466,A,0.0
75.71804,-69.12333,LMC_SC14_28799,LMC119.6.54363,LMC510.06.51507,21,
75.70217,-69.12233,LMC_SC14_28802,LMC119.6.54345,LMC510.06.51512,4,
75.69592,-69.05594,LMC_SC14_32886,LMC119.5.98,LMC510.06.51731,0,
75.6465,-69.0225,LMC_SC14_33044,LMC127.4.31878,LMC510.06.52927,A,13.0
75.71962,-69.00222,LMC_SC14_37463,LMC119.5.54292,0,,
75.74033,-68.98419,LMC_SC14_37568,LMC119.5.54299,LMC510.14.352,0,
75.76146,-68.97903,LMC_SC14_37578,LMC119.5.54309,LMC510.14.365,1,
75.63017,-68.95161,LMC_SC14_42167,LMC126.1.18868,LMC510.14.171,M,8.0
75.74962,-68.84706,LMC_SC14_46302,LMC126.1.67533,LMC510.14.37,16,
75.78058,-68.89689,LMC_SC14_46334,LMC126.1.28831,LMC510.14.597,4,
75.77592,-68.88275,LMC_SC14_46349,LMC126.1.28829,LMC510.14.258,A,15.0
75.71717,-68.85456,LMC_SC14_46379,LMC126.1.67623,LMC510.14.701,M,3.0
75.71492,-68.84883,LMC_SC14_46386,LMC126.1.67621,LMC510.14.312,15,
75.71875,-68.78639,LMC_SC14_50643,LMC126.2.28919,LMC510.14.48513,A,0.0
75.78162,-68.75814,LMC_SC14_55014,LMC126.2.29709,LMC510.14.51600,M,17.0
75.67342,-68.67564,LMC_SC14_58067,LMC126.2.65545,LMC510.23.247,A,10.0
75.90637,-69.40306,LMC_SC14_71381,LMC119.8.54117,LMC509.30.34285,A,4.0
75.8545,-69.38853,LMC_SC14_71391,LMC119.7.69,LMC509.30.34521,0,
75.74887,-69.39128,LMC_SC14_7258,LMC119.7.112,LMC509.30.34516,0,
75.80854,-69.32344,LMC_SC14_75791,LMC119.7.54663,LMC509.30.34372,A,0.0
75.93233,-69.29139,LMC_SC14_80229,LMC119.7.66528,LMC510.05.1041,11,
75.89908,-69.25356,LMC_SC14_84260,LMC119.7.66268,LMC510.05.74,2,
75.86717,-69.19864,LMC_SC14_84316,LMC119.6.156,LMC510.05.751,12,
75.88554,-69.25392,LMC_SC14_84318,LMC119.7.66465,LMC510.05.1352,A,8.0
75.87075,-69.13831,LMC_SC14_88508,LMC119.6.54298,LMC510.05.56517,A,20.0
75.87079,-69.14822,LMC_SC14_88582,LMC119.6.54299,LMC510.05.56487,15,
75.89325,-69.15028,LMC_SC14_88833,LMC119.6.66163,LMC510.05.57063,18,
75.80462,-69.14606,LMC_SC14_88855,LMC119.6.54481,LMC510.06.52013,M,11.0
75.88104,-69.07514,LMC_SC14_96622,LMC119.5.91,LMC510.05.56354,A,2.0
75.94333,-69.03386,LMC_SC14_96638,LMC119.5.13007,LMC510.05.56408,27,
75.86325,-69.03958,LMC_SC14_96662,LMC119.5.88,LMC510.05.56400,7,
75.92196,-69.03136,LMC_SC14_96672,LMC119.5.12999,LMC510.05.56411,0,
75.91704,-69.02842,LMC_SC14_96677,LMC119.5.13056,LMC510.05.56880,1,
75.91112,-69.02272,LMC_SC14_96680,LMC119.5.13049,LMC510.05.56423,10,
75.92142,-69.03419,LMC_SC14_96778,LMC119.5.13208,LMC510.05.56859,M,8.0
75.41483,-69.50592,LMC_SC15_112520,LMC127.1.15274,LMC509.31.681,A,3.0
75.37188,-69.48344,LMC_SC15_115530,LMC127.1.15152,LMC509.31.127,7,
75.42029,-69.40508,LMC_SC15_118592,LMC127.1.46755,LMC509.31.30708,A,35.0
75.43033,-69.34947,LMC_SC15_122039,LMC127.2.18012,LMC509.31.30728,A,16.0
75.36575,-69.33078,LMC_SC15_122060,LMC127.2.18027,LMC509.31.30852,10,
75.38546,-69.33633,LMC_SC15_122143,LMC127.2.18070,LMC509.31.31537,A,4.0
74.99721,-69.27056,LMC_SC15_12796,LMC127.2.38611,LMC510.07.346,M,1.0
75.01471,-69.26217,LMC_SC15_12808,LMC127.2.38624,LMC510.07.366,17,
75.33333,-69.24494,LMC_SC15_129404,LMC127.3.20130,LMC510.07.64,A,9.0
75.37538,-69.14081,LMC_SC15_133526,LMC127.3.62086,LMC510.07.44671,0,
75.44162,-69.13722,LMC_SC15_137594,LMC127.3.62794,LMC510.06.52062,M,22.0
75.47012,-69.03239,LMC_SC15_141373,LMC127.4.20656,LMC510.06.51812,M,3.0
75.33454,-68.81219,LMC_SC15_155782,LMC126.1.48828,LMC510.15.41153,8,
75.35738,-68.714,LMC_SC15_161915,LMC126.2.47771,LMC510.15.40891,12,
75.46646,-68.72144,LMC_SC15_161917,LMC126.2.56492,LMC510.14.48334,14,
75.454,-68.62608,LMC_SC15_164998,LMC126.3.16968,LMC510.23.47,5,
75.37717,-68.64906,LMC_SC15_165039,LMC126.3.8426,LMC510.24.246,M,3.0
75.58679,-69.54211,LMC_SC15_167847,LMC120.5.42232,LMC509.31.555,A,9.0
75.60267,-69.52183,LMC_SC15_168307,LMC127.1.23882,LMC509.31.3954,7,
75.63783,-69.35503,LMC_SC15_177624,LMC127.2.28241,LMC509.30.34579,25,
75.63358,-69.30364,LMC_SC15_181538,LMC127.2.66493,LMC510.06.366,A,3.0
75.60692,-69.24094,LMC_SC15_185371,LMC127.3.31973,LMC510.06.12,2,
75.62942,-69.25247,LMC_SC15_185406,LMC127.2.66491,LMC510.06.199,10,
75.62929,-69.24289,LMC_SC15_185610,LMC127.3.32704,LMC510.06.1298,M,5.0
