OGLE,Ori,DC,DDC,Nou,Mass,Group
smc_sc5_196475,P,0.95,1.0,0.045,0.0,1
smc_sc5_202213,P,0.533,1.0,0.408,0.0,1
smc_sc5_202274,P,0.209,0.589,0.0,6.8,2
smc_sc5_202427,P,0.749,1.0,0.136,0.0,1
smc_sc5_208109,E,0.109,0.696,0.136,6.9,2
smc_sc5_208152,P,0.654,1.0,0.272,0.0,1
smc_sc5_21063,P,0.689,1.0,0.227,0.0,1
smc_sc5_21117,P,0.43,0.983,0.317,9.5,3
smc_sc5_21120,P,0.612,1.0,0.408,0.0,1
smc_sc5_21134,P,0.981,1.0,0.045,0.0,1
smc_sc5_214019,P,0.354,1.0,0.181,0.0,1
smc_sc5_219986,E,0.431,1.0,0.272,0.0,1
smc_sc5_230152,P,0.538,1.0,1.904,0.0,1
smc_sc5_235222,P,0.736,1.0,0.272,0.0,1
smc_sc5_235225,P,0.515,1.0,0.136,0.0,1
smc_sc5_235314,P,0.613,1.0,0.363,0.0,1
smc_sc5_240167,P,0.809,1.0,0.181,0.0,1
smc_sc5_243266,P,0.782,1.0,0.227,0.0,1
smc_sc5_244069,P,0.941,1.0,0.091,0.0,1
smc_sc5_256012,P,0.532,1.0,0.68,0.0,1
smc_sc5_260808,P,0.463,1.0,0.181,0.0,1
smc_sc5_260813,P,0.979,1.0,0.091,0.0,1
smc_sc5_260824,P,0.522,1.0,0.453,0.0,1
smc_sc5_260957,P,0.118,0.56,0.091,6.8,3
smc_sc5_26559,P,0.75,1.0,0.317,0.0,1
smc_sc5_265927,P,0.571,1.0,0.317,0.0,1
smc_sc5_26727,P,0.621,1.0,1.088,0.0,1
smc_sc5_26776,P,0.6,0.947,0.272,6.1,3
smc_sc5_268490,P,0.94,1.0,0.272,0.0,1
smc_sc5_271171,E,0.44,1.0,0.227,0.0,1
smc_sc5_271450,P,0.486,1.0,0.136,0.0,1
smc_sc5_276973,P,0.575,1.0,0.317,0.0,1
smc_sc5_276982,P,0.388,1.0,0.318,0.0,1
smc_sc5_277017,P,0.654,1.0,0.277,0.0,1
smc_sc5_277098,E,0.792,1.0,0.507,0.0,1
smc_sc5_282963,P,0.689,1.0,0.181,0.0,1
smc_sc5_282979,P,0.871,1.0,0.272,0.0,1
smc_sc5_282999,P,0.604,1.0,0.453,0.0,1
smc_sc5_283069,E,0.72,1.0,0.181,0.0,1
smc_sc5_288814,P,0.566,1.0,0.408,0.0,1
smc_sc5_294718,P,0.734,1.0,0.635,0.0,1
smc_sc5_294719,P,0.586,1.0,0.363,0.0,1
smc_sc5_294720,P,0.54,1.0,0.272,0.0,1
smc_sc5_294726,P,0.702,0.993,0.816,11.7,3
smc_sc5_294739,P,0.224,1.0,0.136,0.0,1
smc_sc5_294747,P,0.583,1.0,0.272,0.0,1
smc_sc5_294751,P,0.711,1.0,0.317,0.0,1
smc_sc5_294843,P,0.604,1.0,0.227,0.0,1
smc_sc5_300443,P,0.424,0.943,0.68,0.0,1
smc_sc5_300557,P,0.458,1.0,0.635,0.0,1
smc_sc5_305968,P,0.337,1.0,0.228,0.0,1
smc_sc5_306197,P,0.07,1.0,0.045,0.0,1
smc_sc5_311479,P,0.431,1.0,0.181,0.0,1
smc_sc5_311487,E,0.4,1.0,0.181,0.0,1
smc_sc5_311543,P,0.656,1.0,0.227,0.0,1
smc_sc5_311571,P,0.734,1.0,0.272,0.0,1
smc_sc5_311617,P,0.462,1.0,0.091,0.0,1
smc_sc5_311692,P,0.595,1.0,0.181,0.0,1
smc_sc5_312112,P,0.441,1.0,0.227,0.0,1
smc_sc5_316705,P,0.628,1.0,0.136,0.0,1
smc_sc5_316740,P,0.302,0.899,0.227,9.3,3
smc_sc5_316761,P,0.583,0.905,0.363,0.0,1
smc_sc5_316802,P,0.672,1.0,0.317,0.0,1
smc_sc5_32377,P,0.262,0.886,0.453,10.2,3
smc_sc5_38055,P,0.315,0.961,0.317,14.8,3
smc_sc5_38079,E,0.493,0.916,0.816,15.0,2
smc_sc5_38088,P,0.697,1.0,0.589,0.0,1
smc_sc5_38104,P,0.913,0.965,0.046,0.0,1
smc_sc5_38107,E,0.667,1.0,0.553,0.0,1
smc_sc5_38137,P,0.849,1.0,0.091,0.0,1
smc_sc5_43612,P,0.703,1.0,0.091,0.0,1
smc_sc5_43650,P,0.852,1.0,0.091,0.0,1
smc_sc5_43693,P,0.8,1.0,0.136,0.0,1
smc_sc5_44076,P,0.834,1.0,0.227,0.0,1
smc_sc5_49128,P,0.661,1.0,0.093,0.0,1
smc_sc5_49180,P,0.624,1.0,0.317,0.0,1
smc_sc5_54851,P,0.418,1.0,0.453,0.0,1
smc_sc5_54897,E,0.682,1.0,0.181,0.0,1
smc_sc5_60606,P,0.746,1.0,0.499,0.0,1
smc_sc5_60698,P,0.653,1.0,0.045,0.0,1
smc_sc5_65492,E,0.625,0.906,0.408,15.0,3
smc_sc5_65500,P,0.663,1.0,0.813,0.0,1
smc_sc5_65517,P,0.607,1.0,0.136,0.0,1
smc_sc5_65550,P,0.794,1.0,0.544,0.0,1
smc_sc5_70106,P,0.391,0.55,0.091,5.2,3
smc_sc5_82081,P,0.524,1.0,0.166,0.0,1
smc_sc5_85838,P,0.334,1.0,0.091,0.0,1
smc_sc5_85973,P,0.849,1.0,0.407,0.0,1
smc_sc5_90506,P,0.656,1.0,0.952,0.0,1
smc_sc5_90553,P,0.553,1.0,0.163,0.0,1
smc_sc5_90567,P,0.606,1.0,0.181,0.0,1
smc_sc5_95266,P,0.448,1.0,0.363,0.0,1
smc_sc5_95278,P,0.465,1.0,0.181,0.0,1
smc_sc5_95281,P,0.446,1.0,0.136,0.0,1
smc_sc6_100056,P,0.793,1.0,0.363,0.0,1
smc_sc6_100134,P,0.683,1.0,0.227,0.0,1
smc_sc6_100175,P,0.561,1.0,0.589,0.0,1
smc_sc6_105329,P,0.603,1.0,0.227,0.0,1
smc_sc6_105368,P,0.404,0.77,0.227,7.7,3
smc_sc6_105386,P,0.218,1.0,0.181,0.0,1
smc_sc6_110559,P,0.472,1.0,0.363,0.0,1
smc_sc6_110701,P,0.805,1.0,0.136,0.0,1
smc_sc6_11085,P,0.148,0.424,0.181,10.8,3
smc_sc6_11091,E,0.795,1.0,0.227,0.0,1
smc_sc6_11145,P,0.533,1.0,0.408,0.0,1
smc_sc6_11171,E,0.352,1.0,0.272,0.0,1
smc_sc6_116294,P,0.042,0.335,0.045,6.7,3
smc_sc6_122241,P,0.279,1.0,0.272,0.0,1
smc_sc6_122253,P,0.713,1.0,0.317,0.0,1
smc_sc6_122286,E,0.393,1.0,0.136,0.0,1
smc_sc6_122321,P,0.455,1.0,0.453,0.0,1
smc_sc6_122511,P,0.625,1.0,0.181,0.0,1
smc_sc6_128831,E,0.801,1.0,0.091,0.0,1
smc_sc6_135383,P,0.788,1.0,0.363,0.0,1
smc_sc6_135438,P,0.709,1.0,0.363,0.0,1
smc_sc6_135618,E,0.629,1.0,0.317,0.0,1
smc_sc6_141697,P,0.766,1.0,0.181,0.0,1
smc_sc6_147662,P,0.511,0.976,1.179,14.4,2
smc_sc6_147671,P,0.269,1.0,0.325,0.0,1
smc_sc6_152923,P,0.184,1.0,0.227,0.0,1
smc_sc6_152924,P,0.373,0.908,0.363,14.8,2
smc_sc6_152956,P,0.803,1.0,0.272,0.0,1
smc_sc6_152961,P,0.461,1.0,0.227,0.0,1
smc_sc6_158086,E,0.397,1.0,0.272,0.0,1
smc_sc6_158096,E,0.765,1.0,0.499,0.0,1
smc_sc6_162904,P,0.736,1.0,0.317,0.0,1
smc_sc6_162963,P,0.74,1.0,0.136,0.0,1
smc_sc6_167467,P,0.571,1.0,0.363,0.0,1
smc_sc6_17357,P,0.803,1.0,0.227,0.0,1
smc_sc6_17502,P,0.281,1.0,0.325,0.0,1
smc_sc6_17503,P,0.926,1.0,0.136,0.0,1
smc_sc6_17538,P,0.787,1.0,0.227,0.0,1
smc_sc6_185188,P,0.388,1.0,0.363,0.0,1
smc_sc6_185243,P,0.455,1.0,0.181,0.0,1
smc_sc6_194807,P,0.714,1.0,0.272,0.0,1
smc_sc6_199611,P,0.053,0.198,0.136,11.7,3
smc_sc6_205007,P,0.737,1.0,0.181,0.0,1
smc_sc6_205108,P,0.905,0.963,0.181,12.5,2
smc_sc6_205178,P,0.892,1.0,0.408,0.0,1
smc_sc6_210439,E,0.344,0.922,0.635,13.2,3
smc_sc6_210486,P,0.134,0.905,0.045,8.8,3
smc_sc6_221457,P,0.539,0.973,0.272,12.4,3
smc_sc6_221533,P,0.684,1.0,0.725,0.0,1
smc_sc6_227292,P,0.629,1.0,0.136,0.0,1
smc_sc6_227334,P,0.105,0.516,0.091,7.4,2
smc_sc6_227358,P,0.937,1.0,0.181,0.0,1
smc_sc6_22749,P,0.74,1.0,0.408,0.0,1
smc_sc6_22754,P,0.68,1.0,0.136,0.0,1
smc_sc6_22856,E,0.535,1.0,0.136,0.0,1
smc_sc6_232233,E,0.586,1.0,0.227,0.0,1
smc_sc6_232272,P,0.264,1.0,0.136,0.0,1
smc_sc6_232316,P,0.392,0.952,0.499,11.7,3
smc_sc6_237347,P,0.746,1.0,0.181,0.0,1
smc_sc6_241950,P,0.564,1.0,0.227,0.0,1
smc_sc6_241956,P,0.726,1.0,0.68,0.0,1
smc_sc6_241981,P,0.777,1.0,0.091,0.0,1
smc_sc6_250983,P,0.708,1.0,0.136,0.0,1
smc_sc6_263507,P,0.526,1.0,1.088,0.0,1
smc_sc6_267939,P,0.806,1.0,0.181,0.0,1
smc_sc6_272405,P,0.415,1.0,1.224,0.0,1
smc_sc6_272665,P,0.092,0.855,0.045,4.4,3
smc_sc6_28962,P,0.751,1.0,0.363,0.0,1
smc_sc6_28980,P,0.666,0.974,0.369,7.2,2
smc_sc6_29027,P,0.535,1.0,0.091,0.0,1
smc_sc6_296731,P,0.049,0.241,0.045,8.1,3
smc_sc6_306507,E,0.642,1.0,0.227,0.0,1
smc_sc6_306516,E,0.617,1.0,0.136,0.0,1
smc_sc6_306992,P,0.378,1.0,0.325,0.0,1
smc_sc6_311191,P,0.819,1.0,0.272,0.0,1
smc_sc6_315702,P,0.672,1.0,0.861,0.0,1
smc_sc6_316166,P,0.788,1.0,0.363,0.0,1
smc_sc6_319982,P,0.877,1.0,0.317,0.0,1
smc_sc6_324134,P,0.68,1.0,0.227,0.0,1
smc_sc6_35449,P,0.504,1.0,0.816,0.0,1
smc_sc6_35541,P,0.825,1.0,0.244,0.0,1
smc_sc6_42440,P,0.09,0.491,0.091,6.5,3
smc_sc6_49174,P,0.198,1.0,0.181,0.0,1
smc_sc6_5290,P,0.165,1.0,0.136,0.0,1
smc_sc6_5292,P,0.694,1.0,0.569,0.0,1
smc_sc6_55781,P,0.641,1.0,0.272,0.0,1
smc_sc6_55793,P,0.541,1.0,0.181,0.0,1
smc_sc6_61390,P,0.806,0.991,0.163,14.3,3
smc_sc6_67233,P,0.839,1.0,0.0,0.0,1
smc_sc6_72594,P,0.624,1.0,0.272,0.0,1
smc_sc6_72633,P,0.498,1.0,0.136,0.0,1
smc_sc6_72644,P,0.608,1.0,0.407,0.0,1
smc_sc6_77228,P,0.344,1.0,0.181,0.0,1
smc_sc6_81626,P,0.399,1.0,0.363,0.0,1
smc_sc6_85580,P,0.71,1.0,0.325,0.0,1
smc_sc6_85614,P,0.657,0.996,0.318,13.9,2
smc_sc6_85637,P,0.761,1.0,0.272,0.0,1
smc_sc6_89706,E,0.689,1.0,0.136,0.0,1
smc_sc6_89986,E,0.574,0.847,0.244,5.8,2
smc_sc6_99923,P,0.545,1.0,0.453,0.0,1
smc_sc6_99933,P,0.86,1.0,0.317,0.0,1
smc_sc6_99936,P,0.635,1.0,0.181,0.0,1
smc_sc6_99946,P,0.41,1.0,0.317,0.0,1
smc_sc6_99987,P,0.512,1.0,1.179,0.0,1
smc_sc6_99991,P,0.239,0.406,0.317,9.9,3
smc_sc7_100573,P,0.563,1.0,0.231,0.0,1
smc_sc7_105118,P,0.622,1.0,0.555,0.0,1
smc_sc7_105161,P,0.347,0.992,0.971,8.5,3
smc_sc7_110080,P,0.226,1.0,0.786,0.0,1
smc_sc7_124827,P,0.168,1.0,0.509,0.0,1
smc_sc7_129080,P,0.799,1.0,0.231,0.0,1
smc_sc7_129095,P,0.541,1.0,0.416,0.0,1
smc_sc7_133481,P,0.607,1.0,0.277,0.0,1
smc_sc7_13621,P,0.048,0.289,0.046,6.2,3
smc_sc7_137524,P,0.868,1.0,0.277,0.0,1
smc_sc7_137527,P,0.696,1.0,0.277,0.0,1
smc_sc7_142081,P,0.653,1.0,0.37,0.0,1
smc_sc7_142119,P,0.44,1.0,0.324,0.0,1
smc_sc7_152889,P,0.431,1.0,0.277,0.0,1
smc_sc7_156635,P,0.719,1.0,0.0,0.0,1
smc_sc7_160496,P,0.506,1.0,0.74,0.0,1
smc_sc7_173318,P,0.698,1.0,0.185,0.0,1
smc_sc7_18238,P,0.413,1.0,1.063,0.0,1
smc_sc7_185540,P,0.847,1.0,0.509,0.0,1
smc_sc7_185542,P,0.441,0.927,0.462,14.6,3
smc_sc7_193707,P,0.617,1.0,0.277,0.0,1
smc_sc7_197630,P,0.753,0.986,0.277,12.5,2
smc_sc7_197672,P,0.513,1.0,0.602,0.0,1
smc_sc7_201667,P,0.774,1.0,0.462,0.0,1
smc_sc7_201685,P,0.613,1.0,0.185,0.0,1
smc_sc7_201714,P,0.526,1.0,0.231,0.0,1
smc_sc7_205928,P,0.534,1.0,0.139,0.0,1
smc_sc7_206113,P,0.607,1.0,0.509,0.0,1
smc_sc7_244041,P,0.696,1.0,0.416,0.0,1
smc_sc7_259422,P,0.501,1.0,0.601,0.0,1
smc_sc7_263172,P,0.55,1.0,0.092,0.0,1
smc_sc7_266703,P,0.574,1.0,0.648,0.0,1
smc_sc7_27673,P,0.652,1.0,0.093,0.0,1
smc_sc7_4206,P,0.558,1.0,0.277,0.0,1
smc_sc7_42113,P,0.133,0.611,0.277,15.0,3
smc_sc7_42145,P,0.459,1.0,0.324,0.0,1
smc_sc7_42362,P,0.794,1.0,0.139,0.0,1
smc_sc7_47164,P,0.58,1.0,0.555,0.0,1
smc_sc7_57131,P,0.086,0.22,0.139,9.4,3
smc_sc7_57306,P,0.632,1.0,0.324,0.0,1
smc_sc7_61675,E,0.231,0.953,0.231,13.3,2
smc_sc7_66185,P,0.881,1.0,0.139,0.0,1
smc_sc7_66202,P,0.659,0.989,0.37,11.8,2
smc_sc7_70829,P,0.581,1.0,0.416,0.0,1
smc_sc7_70944,P,0.539,1.0,0.139,0.0,1
smc_sc7_79132,P,0.793,1.0,0.324,0.0,1
smc_sc7_83103,P,0.549,1.0,0.509,0.0,1
smc_sc7_8701,P,0.562,1.0,0.647,0.0,1
smc_sc7_8704,P,0.657,1.0,0.786,0.0,1
smc_sc7_87232,P,0.608,1.0,0.238,0.0,1
smc_sc7_8740,P,0.142,0.948,0.092,0.0,1
smc_sc7_91491,P,0.838,1.0,0.277,0.0,1
smc_sc7_91536,P,0.526,1.0,0.786,0.0,1
smc_sc7_95923,P,0.665,1.0,0.231,0.0,1
smc_sc8_100982,P,0.546,1.0,0.277,0.0,1
smc_sc8_101010,P,0.527,1.0,1.11,0.0,1
smc_sc8_101129,E,0.316,1.0,0.139,0.0,1
smc_sc8_104158,P,0.421,1.0,0.231,0.0,1
smc_sc8_104174,P,0.732,1.0,0.509,0.0,1
smc_sc8_107308,P,0.613,1.0,0.231,0.0,1
smc_sc8_110233,P,0.526,1.0,0.509,0.0,1
smc_sc8_110249,P,0.321,0.971,0.337,11.3,2
smc_sc8_125949,P,0.579,1.0,0.694,0.0,1
smc_sc8_125952,P,0.626,0.991,0.277,13.5,3
smc_sc8_132680,P,0.659,1.0,0.278,0.0,1
smc_sc8_139389,P,0.59,1.0,0.185,0.0,1
smc_sc8_145955,P,0.545,1.0,0.416,0.0,1
smc_sc8_149064,P,0.536,1.0,0.37,0.0,1
smc_sc8_151891,P,0.784,1.0,0.416,0.0,1
smc_sc8_151925,P,0.694,1.0,0.37,0.0,1
smc_sc8_15357,P,0.018,0.274,0.046,5.4,3
smc_sc8_154751,P,0.154,1.0,1.018,0.0,1
smc_sc8_157878,P,0.337,0.936,0.324,8.6,3
smc_sc8_157900,P,0.245,0.894,0.046,5.5,3
smc_sc8_157919,P,0.458,1.0,0.185,0.0,1
smc_sc8_160681,P,0.259,0.797,0.278,10.8,2
smc_sc8_160719,P,0.809,1.0,0.169,0.0,1
smc_sc8_166886,P,0.799,1.0,0.185,0.0,1
smc_sc8_183240,P,0.347,0.537,0.046,14.7,3
smc_sc8_195816,P,0.575,1.0,0.324,0.0,1
smc_sc8_198594,P,0.476,1.0,0.185,0.0,1
smc_sc8_201497,P,0.168,0.954,0.185,0.0,1
smc_sc8_201532,P,0.745,1.0,0.092,0.0,1
smc_sc8_22412,P,0.821,1.0,0.279,0.0,1
smc_sc8_34962,P,0.64,1.0,0.463,0.0,1
smc_sc8_42466,P,0.587,1.0,1.433,0.0,1
smc_sc8_42506,P,0.61,1.0,0.185,0.0,1
smc_sc8_46077,E,0.366,1.0,0.416,0.0,1
smc_sc8_49510,E,0.556,1.0,0.185,0.0,1
smc_sc8_49530,P,0.553,1.0,0.278,0.0,1
smc_sc8_52836,P,0.776,1.0,0.741,0.0,1
smc_sc8_52857,P,0.597,0.977,0.231,11.0,3
smc_sc8_56314,P,0.63,1.0,0.185,0.0,1
smc_sc8_72917,P,0.193,1.0,0.139,0.0,1
smc_sc8_76132,P,0.76,1.0,0.37,0.0,1
smc_sc8_76145,P,0.599,1.0,0.231,0.0,1
smc_sc8_83088,P,0.509,1.0,0.37,0.0,1
smc_sc8_83089,E,0.647,1.0,0.231,0.0,1
smc_sc8_87143,P,0.796,1.0,0.463,0.0,1
smc_sc8_87305,P,0.725,1.0,0.185,0.0,1
smc_sc8_91096,P,0.565,0.963,0.277,8.9,2
smc_sc9_102494,P,0.279,1.0,0.185,0.0,1
smc_sc9_105383,P,0.136,0.816,0.139,9.0,3
smc_sc9_108368,P,0.526,1.0,0.093,0.0,1
smc_sc9_114259,P,0.721,1.0,0.647,0.0,1
smc_sc9_114276,E,0.594,0.826,0.258,9.8,3
smc_sc9_122264,E,0.427,1.0,0.416,0.0,1
smc_sc9_124713,P,0.89,1.0,0.185,0.0,1
smc_sc9_127095,P,0.668,0.941,0.37,12.7,2
smc_sc9_127178,P,0.536,1.0,0.231,0.0,1
smc_sc9_132059,P,0.695,0.978,0.139,6.4,2
smc_sc9_134267,P,0.566,1.0,0.324,0.0,1
smc_sc9_138901,P,0.16,1.0,0.093,0.0,1
smc_sc9_141484,P,0.283,0.413,0.046,8.2,2
smc_sc9_146977,P,0.736,0.98,0.509,10.7,2
smc_sc9_147000,E,0.698,1.0,0.139,0.0,1
smc_sc9_155935,P,0.69,1.0,0.324,0.0,1
smc_sc9_158619,P,0.617,1.0,0.555,0.0,1
smc_sc9_158635,P,0.637,1.0,0.925,0.0,1
smc_sc9_166020,P,0.579,1.0,0.277,0.0,1
smc_sc9_166046,P,0.661,1.0,0.139,0.0,1
smc_sc9_168422,P,0.307,1.0,0.139,0.0,1
smc_sc9_170785,P,0.592,1.0,0.416,0.0,1
smc_sc9_175326,P,0.228,0.549,0.833,15.0,3
smc_sc9_27241,P,0.329,0.806,1.711,14.7,2
smc_sc9_30529,P,0.119,0.49,0.046,0.0,1
smc_sc9_32977,P,0.732,1.0,0.37,0.0,1
smc_sc9_35996,P,0.404,1.0,1.156,0.0,1
smc_sc9_38952,P,0.477,1.0,0.37,0.0,1
smc_sc9_41764,P,0.499,1.0,0.337,0.0,1
smc_sc9_47446,P,0.784,1.0,0.139,0.0,1
smc_sc9_61658,P,0.256,0.972,0.185,0.0,1
smc_sc9_67614,P,0.347,1.0,0.277,0.0,1
smc_sc9_70334,P,0.616,1.0,0.416,0.0,1
smc_sc9_73203,P,0.736,1.0,0.509,0.0,1
smc_sc9_73452,P,0.507,0.893,0.139,0.0,1
smc_sc9_76109,P,0.7,0.995,0.647,10.2,2
smc_sc9_78815,P,0.625,1.0,0.971,0.0,1
smc_sc9_81577,E,0.496,1.0,0.324,0.0,1
smc_sc9_81596,P,0.393,1.0,0.092,0.0,1
smc_sc9_81643,P,0.638,1.0,0.555,0.0,1
smc_sc9_89390,P,0.579,1.0,0.416,0.0,1
smc_sc9_89437,P,0.57,1.0,0.139,0.0,1
smc_sc9_97192,E,0.718,1.0,0.231,0.0,1
smc_sc10_112290,P,0.849,1.0,0.602,0.0,1
smc_sc10_114654,P,0.599,1.0,0.185,0.0,1
smc_sc10_11868,P,0.329,1.0,0.046,0.0,1
smc_sc10_118890,P,0.406,0.914,0.139,0.0,1
smc_sc10_120,P,0.791,1.0,0.258,0.0,1
smc_sc10_124829,P,0.527,1.0,0.139,0.0,1
smc_sc10_126755,P,0.691,1.0,0.694,0.0,1
smc_sc10_126774,P,0.342,0.763,0.086,0.0,1
smc_sc10_14707,P,0.447,1.0,1.295,0.0,1
smc_sc10_14733,P,0.756,1.0,0.277,0.0,1
smc_sc10_26634,P,0.817,1.0,0.185,0.0,1
smc_sc10_28910,P,0.748,1.0,0.253,0.0,1
smc_sc10_3038,P,0.519,1.0,0.43,0.0,1
smc_sc10_31,P,0.867,1.0,0.344,0.0,1
smc_sc10_33886,P,0.301,0.709,0.694,0.0,1
smc_sc10_33926,P,0.404,0.914,0.416,0.0,1
smc_sc10_33992,P,0.336,1.0,0.139,0.0,1
smc_sc10_34003,P,0.742,1.0,0.139,0.0,1
smc_sc10_44295,P,0.7,1.0,0.14,0.0,1
smc_sc10_44313,P,0.636,1.0,0.092,0.0,1
smc_sc10_44382,P,0.564,1.0,0.139,0.0,1
smc_sc10_47082,P,0.629,0.975,0.416,11.7,2
smc_sc10_54821,P,0.832,1.0,0.37,0.0,1
smc_sc10_59334,P,0.548,1.0,0.046,0.0,1
smc_sc10_59343,E,0.499,1.0,0.139,0.0,1
smc_sc10_59349,P,0.245,1.0,0.278,0.0,1
smc_sc10_62,P,0.21,1.0,0.086,0.0,1
smc_sc10_70458,P,0.401,0.543,0.278,0.0,1
smc_sc10_72706,E,0.662,1.0,0.139,0.0,1
smc_sc10_74865,P,0.601,1.0,0.139,0.0,1
smc_sc10_78612,E,0.683,1.0,0.601,0.0,1
smc_sc10_8906,P,0.109,0.553,0.092,0.0,1
smc_sc10_8933,P,0.408,1.0,0.046,0.0,1
smc_sc10_94551,P,0.213,0.649,0.093,0.0,1
smc_sc11_111959,P,0.542,1.0,0.185,0.0,1
smc_sc11_113682,P,0.53,1.0,0.324,0.0,1
smc_sc11_115517,P,0.567,1.0,0.231,0.0,1
smc_sc11_117267,P,0.758,1.0,0.463,0.0,1
smc_sc11_28090,P,0.243,0.892,0.185,0.0,1
smc_sc11_28092,P,0.794,1.0,0.185,0.0,1
smc_sc11_28119,P,0.649,0.941,0.37,0.0,1
smc_sc11_3346,P,0.383,0.969,0.231,10.2,3
smc_sc11_35280,P,0.477,1.0,0.185,0.0,1
smc_sc11_46587,P,0.193,0.54,0.093,0.0,1
smc_sc11_48854,P,0.71,1.0,0.231,0.0,1
smc_sc11_48903,P,0.284,0.898,0.092,0.0,1
smc_sc11_53231,P,0.57,0.933,1.063,0.0,1
smc_sc11_53261,P,0.606,0.9,0.231,0.0,1
smc_sc11_55594,P,0.675,1.0,0.647,0.0,1
smc_sc11_55616,E,0.623,1.0,0.277,0.0,1
smc_sc11_57818,P,0.427,1.0,0.462,0.0,1
smc_sc11_57819,P,0.831,1.0,0.139,0.0,1
smc_sc11_57825,P,0.706,0.993,0.832,12.5,2
smc_sc11_59578,P,0.655,1.0,0.647,0.0,1
smc_sc11_77233,P,0.277,1.0,0.647,0.0,1
smc_sc11_79102,E,0.41,0.898,0.324,0.0,1
smc_sc11_79106,P,0.573,1.0,0.832,0.0,1
smc_sc11_80892,P,0.41,0.953,0.185,0.0,1
smc_sc11_84829,P,0.189,1.0,0.505,0.0,1
smc_sc11_9050,P,0.553,1.0,0.462,0.0,1
smc_sc11_91970,P,0.61,1.0,1.48,0.0,1
